productId,Title,userId,Helpfulness,sentiment,Time,text,label,Cat2,Cat3
B000092YP9,Electrasol Powerball Dishwasher Detergents (225 pack),unknown,0/0,0,1062633600,"Electrasol Powerball Dishwasher Detergents (225 pack). I'm interested in this product but it looks like one small box that I have in my cupboard. It is same color,etc.Is it ONE small box or what is the volume you are selling in this offer?",0,personal care,unknown
B00006WNR3,Sunbeam Mosquito Repeller,A3AH0ZGOIUUBO9,4/5,0,1065657600,"Sunbeam Mosquito Repeller. I was really hoping this personal mosquito repeller would keep me safe from the hungry mosquitos that live in my backyard, but it didn't work. The thirsty little blood suckers continued to attack me.",0,health care,first aid
B00000J9DU,Conair WJ7BR Interplak Water Jet,unknown,16/16,0,1070409600,"Conair WJ7BR Interplak Water Jet. I got this thing as a Christmas present from my mother. We had a WaterPik at home, but I was away at college and so my mom got me this one. I was overall pleased with it at first; although the pressure is certainly not as great as the WaterPik, I was able to get a satisfying clean feeling at level 7. Note, however, that this was the first time I had used such a device in quite some time and my gums were not prepared for it; I could NOT have used the WaterPik at the highest level without first gradually building up the pressure for a few weeks.I too was disappointed in the size of the reservoir. It is indeed a pain to refill in the middle of a cleaning. Indeed, with the WaterPik I would often go through two full reservoirs, so I often find myself refilling and re-refilling the Conair.Anyway, now it's nearly Christmastime again, and this Conair Interplak water jet has gone south. The water pressure is miniscule on all settings; it doesn't change at all from 1 to 7. It's basically useless now.I would not recommend this product, and I instead recommend that you get the real thing, a WaterPik. My family's has lasted over 10 years.",0,personal care,oral hygiene
B0000AFW83,Panasonic ES2219WC Progression Women's Wet/Dry Shaver with Pivot Action Shaving System,A14RIBGPYQ6I21,51/53,0,1073520000,"Panasonic ES2219WC Progression Women's Wet/Dry Shaver with Pivot Action Shaving System. I bought this thinking I would get an easy close shave. That's not the case.Pros:-Nice Design.-Nice Idea.-No redness or unsightly red bumps after use.Cons:-The charger is poorly designed-The battery life indicator is never accurate. It'll go from orange to red in 2 seconds after charging to full, but run on the red setting for a long time.-Too much work and a learning curve to actually shave.-Only gives you a close shave half of the time.-Pop-up bikini trimmer doesn't work.So in short save your money and buy a better electric shaver.",0,personal care,shaving hair removal
B00006BIJN,Surgi-Wax Body & Leg Microwave Hair Remover - 4 oz,unknown,2/2,0,1073779200,"Surgi-Wax Body & Leg Microwave Hair Remover - 4 oz. For approximately 6 years, I have used Sally Hansen's hot wax product successfully to remove unwanted facial hair. My drugstore was out of the product so I purchased Surgi-Wax.Before using, I read all of the directions carefully. I microwaved the product, checking it at 15 second intervals, as directed. After a total of 45 seconds, a large chunk of the wax at the top was still very solid, but it was soft underneath. When I attempted the stir the container, the large chunk at the top of the container splashed down into the very hot wax underneath. As a result, the hot wax flew all over me, my sweater and my kitchen.What a mess! I received burns to my right thumb and left index finger which may or may not need medical attention -- it's too soon to tell. In addition, my sweater was ruined by the five-inch trail of wax encrusted on it. After much scrubbing, the surface of the kitchen is finally wax free.I'm a well-educated, reasonable adult...really! I don't normally get upset with consumer products -- this really was a first for me. I just think the product is dangerous and should be taken off the market. But if you choose to use it, be very, very careful.",0,personal care,shaving hair removal
B0000C4KJW,"Oral-B Dental Floss, Unwaxed, 55 yard",A3UF0SZEA0YDN7,4/5,0,1074297600,"Oral-B Dental Floss, Unwaxed, 55 yard. I assumed that the prefix 6 meant that you were getting 6 55-yard spools. Wrong, I got one at $17.S. Robinson",0,personal care,oral hygiene
B0000DJEJN,"Schick Quattro Razor, 1 Razor",unknown,4/7,0,1077062400,"Schick Quattro Razor, 1 Razor. I used the schick quattro the first time and I couldn't believe how close a shave I got, I thought it was the best shaving system I had ever come across. By the second shave I noticed that it clogged too easily and I couldn't get the hair out! Unlike the Mach 3, the back end of the cartridge is inexplicably blocked! And as we all have seen the front end has those protective wires compounding the problem. I have an thick beard so I don't know if it is a common problem, but it pissed the hell out of me.",0,personal care,shaving hair removal
B00005JD3U,HoMedics PC-400 Pro Clipper 18-Piece Clipper Set,A1M81F1JI02F0Y,0/0,0,1078012800,"HoMedics PC-400 Pro Clipper 18-Piece Clipper Set. Spend more money to get something better. This unit broke after 4 uses. No power, nothing. Their 2-year warantee requires I pay to ship it to Homedics AND give them a check for 5 dollars so they can ship it back. I rather give my money to a reputable company, and suggest you look at Wahl.",0,personal care,shaving hair removal
B00005T3EJ,Monster Cable MB AA 1850-4 Ultra-High Capacity Rechargeable Monster PowerCells,A3DEZYHTEJ1L38,4/5,0,1078444800,"Monster Cable MB AA 1850-4 Ultra-High Capacity Rechargeable Monster PowerCells. I bought these batteries on what was writen on their packaging. It was not true to what was said. These batteries died after only 25 minutes in my digital camera. And a set of Duracell Ultras, that are not rechargeable, lasted longer. Do not always believe what you read. Make sure you have the ability to return items. And is with this case, they went back. I went with a set of energizers. And they last much longer, with the power being the smae as these 1800mah monster brand.",0,household supplies,household batteries
B00006347L,Wahl Trim N Vac Vacuuming Beard Trimmer Rechargeable Cord / Cordless with Durachrome Finish,A16FFZMWLFLBYU,0/0,0,1078531200,"Wahl Trim N Vac Vacuuming Beard Trimmer Rechargeable Cord / Cordless with Durachrome Finish. All my comments have already been listed in the other reviews online. But in summary, I took a chance on this trimmer because my wife and I were both tired of cleaning up all the little hairs left behind on the sink. However, it's &quot;toy-like&quot; construction, it's lack of power, the fact that the tray falls out and the length guard came off too easy, and the lack of power of the vacuum, I eventually chose to return the unit. Maybe I will reconsider with version 2.0 or 3.0 of the unit, but for now Wahl needs to listen to all the responses and get back to the drawing board.",0,personal care,shaving hair removal
B000063XHQ,Panasonic ER411NC Nose and Ear Hair Groomer,unknown,7/36,0,1081209600,Panasonic ER411NC Nose and Ear Hair Groomer. I used this trimmer once and stuck it too far inside my nose. Extreme pain and blood pouring out. Had to call 911 and be rushed to the emergency room. It ripped the inside of my nose out. Wooooh!,0,personal care,shaving hair removal
B00005B6ZL,Remington SP-94 Microscreen 3 Replacement Screen and Cutters for MicroScreen 3TCT Shavers,A1WF2CZ9954WYL,3/8,0,1081209600,"Remington SP-94 Microscreen 3 Replacement Screen and Cutters for MicroScreen 3TCT Shavers. I purchased the MS3-2700 shaver and after 3 mo's the microscreen developed a small hole and cut my face. I have been trying to replace the SP-93 screen and blades, but have been unable to find a store that carries them. I e-mailed remington twice and explained my problem but did not even receive a courtest reply. Most retailers including Walmart, Target, etc seem to be oblivious to the fact that they should be stocking the replacement parts.",0,personal care,shaving hair removal
B0000CFL6P,OXO Soap Dispensing Kitchen Brush,unknown,3/5,0,1081987200,"OXO Soap Dispensing Kitchen Brush. This item did not work. The soap woudld not come out when you pushed the button. You had to push it 20 times to get any tiny micro amount of soap to come out at all. So it was more work to use it than to just do it the old fashioned way. Finally we just cut the dispensing part open wider but then all the soap poured out. It was also a major hassle to refill. The hole is so tiny you cant get the soap in. IT DOES NOT WORK. Good handle design, so its too bad.",0,household supplies,cleaning tools
B000087HFA,Stacker 2 Ephedra Free,unknown,4/7,0,1081987200,Stacker 2 Ephedra Free. These weight loss supplements are really dangerous. Read the science behind these products - not their sales pitch.,0,nutrition wellness,weight loss products
B0000DGBI2,Rembrandt 2-Hour Whitening Kit,A2LUGCD04IZN4,2/11,0,1082332800,Rembrandt 2-Hour Whitening Kit. This product stinks it the whiting gel easily gets into your mouth and it tastes really nasty i would not buy this if i was you it does not work well at all!!!,0,personal care,oral hygiene
B000063TL5,Homedics Therapist Select Deluxe Programmable Percussion Massager Pa 200h,unknown,8/9,0,1082419200,"Homedics Therapist Select Deluxe Programmable Percussion Massager Pa 200h. This massager really disappointed me. It's very hard to handle for more than a few minutes, as it's handle is not shaped well for hands. Worst of all, it is VERY heavy. I have large, strong hands, so I didn't expect that to be a problem.It is also very loud. Maybe I can sell it!",0,health care,massage relaxation
B0000DGBI2,Rembrandt 2-Hour Whitening Kit,unknown,7/14,0,1082505600,"Rembrandt 2-Hour Whitening Kit. Don't buy this product. It's a waste of money and time. The mouth trays were cheap and didn't work. The taste of the gel made me gag. My teeth didn't get whiter, but now, after using it, they have bleched spots and rings that make my teeth look even more yellow than before. And the marks are still visible after I brushed my teeth over and over again.",0,personal care,oral hygiene
B0002407H0,Zantrex-3 Zantrex-3,AVS7TTLDV2BAV,17/23,0,1083542400,"Zantrex-3 Zantrex-3. My husband and I started taking this product....I got chest pains, trouble breathing, so nausated I couldn't ride in a car. and I felt like I was freaking out...my eyes were real darty....horrible feeling. My husband broke out in a rash all over....I mean ALL OVER.....even the unmentionables. He itched every where. We both experience weight gain and bloatedness. NO WEIGHT LOSS at all. We bought this at GNC for $59.00, not knowing it was here. SO Price doesn't always mean better product. If there was a NO STAR catagory this wouldn't even qualify for that.",0,nutrition wellness,weight loss products
B00006BIJJ,Veet Mousse Hair Remover - 6.4 oz,unknown,2/3,0,1087344000,"Veet Mousse Hair Remover - 6.4 oz. Me and my friend Lauren decided to try veet on our legs, we waited 5 minutes through the extreme burning ( which we thought was normal) then washed it off to find our skin with holes, red patches and plastic looking areas. This was the most extreme pain ever. Veet can go to hell and die. Dont buy it. AND it didnt remove ANY hair.",0,personal care,shaving hair removal
B000087BHP,"Skintimate Moisturizing After-Shave Gel, Raspberry Rain - 10 fl oz",A3B9X1LRNZJHAP,2/2,0,1087862400,"Skintimate Moisturizing After-Shave Gel, Raspberry Rain - 10 fl oz. Everybody can get sucked in to buying a product by just the brand name. Overall, skintimate products are the best of the best. But I have to say that i was awfully disapointed with the Skintimate Moisturizing After-Shave Gel. This Gel made my legs sting something awful. I disliked it so much that i didn't even check to see if it actually made my legs smooth or not. And my friend tried it even when she did not shave and it still stung, so the irritation from shaving is not the reason. I also don't have sensitive skin so I can't even imagine how it would be if you did. Please take my advice and skip this product.",0,personal care,shaving hair removal
B0000C88FE,Remington MS3-2700 Titanium 3 MicroScreen Ultra Cord/Cordless Mens Shaver,A27UWIDHLU46H4,9/9,0,1087862400,"Remington MS3-2700 Titanium 3 MicroScreen Ultra Cord/Cordless Mens Shaver. Although it gives a close shave, it requires alot of time and effort. I had to go over my face several times. Also it is very noisy and the foils are very fragile and clumsy. Lastly, the trimmings come out of the foil and creates a huge mess.",0,personal care,shaving hair removal
B00005R19P,Hoover H3000 Floor Mate Hard-Floor Cleaner,unknown,2/6,0,1089849600,"Hoover H3000 Floor Mate Hard-Floor Cleaner. Please save your money. This is the most rediculous appliance I have ever owned. I bought it because the promotions and testimonials sounded great. But the bottom line is it does not work. As far as the scrubbing abilities reviewers and the manufacturer claim, a damp paper towel works better than this over priced stick vac.",0,household supplies,cleaning tools
B00006ISBO,Conair MS1CS Men's Corded/Cordless Razor,unknown,1/2,0,1090195200,"Conair MS1CS Men's Corded/Cordless Razor. It didn't work after being used for only half a year! It can't be charged any more. Also, it's not good for clean shave!",0,personal care,shaving hair removal
B0002BB5JW,Chaser - Freedom from Hangovers - 40 Caps / 500 mg each,A1JSIVAQ8583Z6,0/1,0,1093651200,"Chaser - Freedom from Hangovers - 40 Caps / 500 mg each. I tried chaser 3 times (just to make sure it wasnt my fault or an error) and it didnt work any of the three times. I decided to try 2 other products that I got samples of at a local bar, one was called xxx3 and the other was called Beer Neutralizer. They both worked, but I liked the beer neutralizer better becuase it prevented the hangover and it also has a carb blocker in it so I can drink regular beer instead of lite beers.",0,nutrition wellness,vitamins supplements
B00006347J,Conair Ladies Wet/Dry Shaver,ADO6X633WCXTE,12/15,0,1095120000,"Conair Ladies Wet/Dry Shaver. Besides the fact that its not a close shave the battery life on this sucks so much, since you have to go over each area like 2 or 3 times you only get to shave like a leg and a half. If that works for you then this is just perfect.",0,personal care,shaving hair removal
B00009RB17,Philips Norelco HP6328 Women's Ladyshave Rechargeable Cordless Shaver,A2FBQ8Y7ECY5XG,10/15,0,1095984000,"Philips Norelco HP6328 Women's Ladyshave Rechargeable Cordless Shaver. I had very high hopes for this razor but unfortunately, I had to return it. I don't consider myself to have sensitive skin but the trimmer blades on this razor hurt. I've used my husband's razor plenty of times and like it alot but it's not cordless and I wanted something I could use in the shower but this definately wasn't it for me. Also, it's battery has to be completely disharged every four weeks. I wasn't looking forward to having to remember to do that.",0,personal care,shaving hair removal
B0000DJAQP,"Nature Made CoQ-10, 30 Softgels",A1YUAVAWP8I2WB,17/29,0,1096070400,"Nature Made CoQ-10, 30 Softgels. I suspect that the phrase mentioned in the title of my review (which I saw in the description of the product) was Amazon's idea since most (if not all) of the label information is easily found on Nature Made's own website www.NatureMade.com.There you will find that several of the components are synthetic (not necessarily bad, but I like to know), and also that Amazon is near the top in selling price of the 6 listed online retailers for this particular product.Ain't it just amazing what the web can teach you? Thanks Amazon! :)",0,nutrition wellness,vitamins supplements
B0000VLWK6,"Advil Solubilized Ibuprofen, 200 mg, Liquid Filled Capsules 180 liqui-gels",A3SHQ8MLLIJ83T,6/19,0,1096329600,"Advil Solubilized Ibuprofen, 200 mg, Liquid Filled Capsules 180 liqui-gels. Advil liquigels are excellent for headaches. I am writing this review to warn customers that this product from Amazon does not ship in 1 or 2 weeks (as advertised). I ordered this product more than 2 months ago and am still waiting for it to be shipped. It is probably a good idea to spend the extra few bucks and buy this from the grocery store (like I had to eventually do when I ran out).",0,health care,pain relievers
B000050FED,Finally Free F-140 Ultra-Permanent Hair Removal System,A1OEA50OO5HYO6,37/37,0,1098316800,"Finally Free F-140 Ultra-Permanent Hair Removal System. These people should be shot. My unit did not remove any hairs, any time, anywhere, under any circumstance, condition or for whatever reason. I returned mine and eventually (8 weeks later) got a refund of $86 even though I spent $120. Applied the tweezer to the hair and waited as long as 4-5 minutes per hair but it still did not even hint at removing the hair unless I actually plucked it out with the tweezers. Standard manual tweezers are a better choice since it's instantaneous and only costs $2.00 in any drug store. Cant' rate this product low enough! One star rating is an outrageous gift, but there is no option here for negative stars.....Talk about snake oil salesmen!",0,personal care,shaving hair removal
B00005UC6B,Summer Infant Digital Ear Thermometer Set,AVK1GHLQFLLW8,15/15,0,1098662400,"Summer Infant Digital Ear Thermometer Set. We bought this thermometer before our daughter was born. Well, since we've had it, it's never correct. We can also measure her temp 3 times in 30 seconds and get three different temps that vary by 2-3 degrees! We've checked it on ourselves and used a standard basal body temperature thermometer as a comparision and it's ALWAYS at least 5 degrees low! Don't buy this one. It's horrible!",0,health care,thermometers
B00008V407,Conair HB1R Ultimate Hair Remover,A2I0TZLJ794DRH,4/4,0,1098748800,Conair HB1R Ultimate Hair Remover. I didn't find this product to be very safe. It is like taking sandpaper to your skin. Left burn marks on my skin. I would NOT recommend this product to anyone!,0,personal care,shaving hair removal
B00006347L,Wahl Trim N Vac Vacuuming Beard Trimmer Rechargeable Cord / Cordless with Durachrome Finish,A2OD3MQXALEYMS,2/6,0,1098748800,"Wahl Trim N Vac Vacuuming Beard Trimmer Rechargeable Cord / Cordless with Durachrome Finish. I thought this was a great idea and, for a week or so it was. It vacuumed most (but most definitely not ALL) the hair trimmed. However, after a couple of weeks, I could not get the battery to hold a charge and the battery can't be replaced on the thing! And cleaning out the vacuumed trimmings is not a simple process.",0,personal care,shaving hair removal
B00006L9CA,Braun 7680 Syncro Pro Solo Shaver Refurbished,A1E55W6ES0FY17,8/9,0,1099180800,"Braun 7680 Syncro Pro Solo Shaver Refurbished. My Braun 7680 suddenly began making a loud noise after about six months. It still shaves, but it makes so much noise that I cannot use it while my wife is still asleep in the bedroom for fear of waking her up.This is a fairly expensive razor, I expected more from it.",0,personal care,shaving hair removal
B00006L9CA,Braun 7680 Syncro Pro Solo Shaver Refurbished,A128LSE0ETG6CA,9/10,0,1100649600,"Braun 7680 Syncro Pro Solo Shaver Refurbished. While the shaver itself is a good product, my clean and charge base failed shortly after my purchase. It would no longer latch and thus couldn't be used. Telephone calls to Braun revealed that they have had a number of such failures, but they would not replace the defective base even within the warranty period; one could send it at one's own expense to a repair facility. Unless one is willing to accept frustration with the base, I would recommend against its purchase. Even though I've owned sevral previous Braun shavers, I'd hesitate to buy another from a firm that won't stand fully behind its products.",0,personal care,shaving hair removal
B00004C8SV,Safety 1st Hospital's Choice Accu Scan Ear Thermometer,A28CEA8NQPO2RE,2/2,0,1100736000,Safety 1st Hospital's Choice Accu Scan Ear Thermometer. This thermometer is not very accurate or consistant. Whenever my son was sick and we used this it would give a normal temperature reading and I knew that it couldn't be right. We would take our sons temperature 3 times in a row and never get the same reading twice. I even check my own temperature and it would come up with crazy readings like 95.1! We got rid of this one because fever-induced seizures run in my husbands family and we needed something more accurate. It has been my experience that nothing digital gives accurate readings and that the old-fashion oral and rectal thermometers work best.,0,health care,thermometers
B0007N5E4C,Doc Johnson i-Vibe Pocket Rocket Vibrator,A2THYGRE98CBW7,7/19,0,1103328000,"Doc Johnson i-Vibe Pocket Rocket Vibrator. The vibrator came with no manual or instruction at all and looks poorly bulit - cheap plastic, and the battery sometimes becomes loose. It looks the same as another Doc Johnson model sold in Amazon (you may find it by searching ""massager"" instead of ""vibrator""), only a different color, but the other model sells for only $9.99 and comes with more assessories. It's too bad I can't return it.",0,sexual wellness,adult toys games
B0000AKT6Q,Therapist Select Shiatsu Massaging Cushion.,A1TPCV61BH2GKE,1/11,0,1103932800,"Therapist Select Shiatsu Massaging Cushion.. DO NOT ORDER THIS ITEM IF YOU HAVE PRE-EXISTING SPINE OR MUSCLE DISORDERS , IT WILL MAKE U FEEL LIKE A HORSE KICKED U EVEN ONLY AFTER 15 MINS USE , THIS THING IS A BLENDER NOT A MASSAGE AND IF U CANT TAKE IT BACK USE IT TO KNEED DOUGH AND MIX DRINKS",0,health care,massage relaxation
B0000AKT6Q,Therapist Select Shiatsu Massaging Cushion.,A2C8SKSQCLM6L8,3/7,0,1104105600,"Therapist Select Shiatsu Massaging Cushion.. We just opened our shiatsu massage Christmas day and it broke in 10 minutes. I was very unsatisfied with the performance. It did not do what it was supposed to. Every time the motor reached the bottom or the top it shut off. It would not turn on after it shut off the first time. It quit working after 10 minutes and it would not run properly when it did resume power. The unfortunate thing is they only allow 15 minute use at a time, and yes it does fall short of the high and low points of the spine. The other issue is it would improve if you could stop the motors at specific points on your back where you need it the most. I am leary on getting another one after this.",0,health care,massage relaxation
B000063XHQ,Panasonic ER411NC Nose and Ear Hair Groomer,A2MB1IABD6MN8P,16/18,0,1106524800,"Panasonic ER411NC Nose and Ear Hair Groomer. Mine stopped working after a few months. Now it resides in a landfill somewhere. (*sigh*)To replace it, I bought an all-metal, mechanical nose trimmer from Vermont Country Store. No batteries to wear out, and no cheap plastic to break. It works just as well and, best of all, it cost the same price!",0,personal care,shaving hair removal
B0002M50YW,"Cankermelts-GX, 18 Count",A5X8WFH4YXQV4,3/12,0,1107043200,"Cankermelts-GX, 18 Count. It didn't work for me at all. First of all it is kind of funny that they send a small package (3.5 x 3 x 0.63) in a huge box (15 x 9.5 x 4). That means that you can put more than 73 packages inside the big box. Inside the box they put a lot of plastic as a ""protection"". Very little concern about environment and energy savings. For the shipping and handling they charge you $5.29. Crazy! Second point, this product has its patent pending. That means that is not officially approved and in their website they say",0,personal care,lip care products
B0000789HA,AlcAlert BT5500 Personal Alcohol Detector,A2E8UT0G20D5L2,8/9,0,1112227200,"AlcAlert BT5500 Personal Alcohol Detector. The AlcAlert BT5500 is a novelty item and I do not recommend relying on it for an accurate reading of blood alcohol content. The display showed ""SAT"" (saturated) at least 75% of the time regardless of prior use or level of cigarette smoke in the room. The instructions say to shake it 5 or 6 times but that does nothing to remove the saturation level. Therefore, the item is useless. Pay the extra money for a better device.",0,medical supplies equipment,health monitors
B0000C88FH,Remington R-9170 Titanium MicroFlex Ultra Cord/Cordless,AWXFYNYNB61N3,13/17,0,1113264000,"Remington R-9170 Titanium MicroFlex Ultra Cord/Cordless. I bought this razor because i expected remington razors to preform. When i received this product my first experinace was horrid. First time i shaved with it, it left rashes, scratched and injured skin on my neck. I have never had razor burns that bad. My mach 3 is just so much better then this terrible product. I reccommend against buying this product.",0,personal care,shaving hair removal
B00005M06P,Lumiscope 2215 Digital Ear Thermometer,A38MU83IBO8N08,10/20,0,1113436800,"Lumiscope 2215 Digital Ear Thermometer. Maybe it's just my bad luck, but I ordered this item and it came out with the expired battery. I called Amazon, and they sent me a replacement quickly. The thing is that the replacement was in exactly the same *not working* condition. The same problem with the battery. I was suggested to shop somewhere else for this item, as Amazon vendor don't check the condition of the items before they ship them to customers. Be aware! Don't waste your time.",0,health care,thermometers
B0000A9YB4,Especially For Baby Ear Thermometer,A1HTT2LQ7JCSL0,14/16,0,1114646400,"Especially For Baby Ear Thermometer. I bought this for my son who was going to have surgery the next morning, got home later that day and the stupid thing would not even come on. So now while my son is having surgery I am going to have to take it back, because I need to be able to monitor his fever.",0,health care,thermometers
