label,title,text,sentiment,score_0,sentiment_1,score_1,sentiment_2,score_2,sentiment_3,score_3
0,Air Van Airlines, Air-Van Airlines was an airline based in Armenia. It was forced to suspend operations after the Armenian civil aviation authority decided not extended its air operator certificate. It had operated two B747-200s and a DC-10 on charter services.Air-Van Airlines was forbidden from landing in Switzerland & Belgium. These bans could be the cause for Air Van to appear on the proposed Europe-wide blacklist of airlines.,0,0.99928397,0,0.9845894,0,0.9453471,2,0.67055696
0,Pearl Air, Pearl Air was a failed airline project planned to be based at Jinnah International Airport Sindh Pakistan. First put forward by Habib Alvi Group in 2004 it was intended to offer scheduled flights on domestic routes which never materialized.,0,0.9992575,0,0.99879813,1,0.9091147,2,0.46652576
0,Remington Records, Remington Records was a low budget record label. It existed from 1950 until 1957 and specialized in classical music. Unfortunately the discs suffered from considerable surface noise.,0,0.999257,0,0.9980987,0,0.68339443,2,0.49328667
0,Blockshopper, Blockshopper LLC is a self-proclaimed local news and market data service covering real estate transactions specifically who is buying and selling real estate. The company claims that in part they are a community newspaper. The company has been criticized for breaching privacy laws.,0,0.9991302,0,0.9956606,1,0.9995684,2,0.77714336
0,Supreme Records, Supreme Records was a cheaply produced record label subsidiary of Grey Gull Records of Boston Massachusetts marketed in the United States of America in the late 1920s. Catalogue numbers and label credits are identical to corresponding issues on the parent label Grey Gull. The audio fidelity of Supreme Records (as well as affiliated labels) is decidedly below average for the era.,0,0.99912447,0,0.9998184,0,0.98401225,1,0.38551015
0,Fiesta Marina Cruises, Fiesta Marina Cruises was an experimental short-lived subsidiary cruise line of Carnival Cruise Lines. The cruise line was marketed toward the Latin/Spanish-speaking population residing in the United States and abroad. The cruise line sailed out of San Juan Puerto Rico and Caracas Venezuela. The cruise line operated only one ship the Fiesta Marina. The ship was named in Miami Florida on October 18 1993. The cruise line was total marketing failure and was dissolved in September 1994.,0,0.99911934,0,0.9986179,1,0.9997714,2,0.4701622
0,Continental Lite, Continental Lite was a short lived airline within an airline brand of Continental Airlines established in 1993. The airline folded in 1995 after losing what has been reported in the press as between $140 million or (US) $300 million.It was developed by Continental Airlines to counter the rise of low-cost start up carriers.,0,0.9990866,0,0.9856565,1,0.99561644,2,0.49328166
0,Eutechnyx, Eutechnyx is a British computer and video games developer founded in November 1987 as Zeppelin Games and was also briefly known as Merit Studios Europe in 1994. They are based in Dunston Gateshead in the United Kingdom. Since 1997 the company is focused on racing games. Their best-known title was Ride to Hell: Retribution a 2013 video game considered to be one of the worst games ever made.,0,0.9990613,0,0.9989122,1,0.9998479,2,0.59324527
0,Worldspreads, Worldspreads was a financial spread trading company registered in Ireland but operating from London that offered trading on financial markets. The company became bankrupt in March 2012 after it was reported that the company did not have enough funds to meet its client liabilities. There were reports that it had been misusing client funds and not keeping them segregated as required under its license possible for a number of years prior to its demise.,0,0.9990553,0,0.98689365,0,0.96816474,2,0.74472743
0,OEM International, OEM (International) Limited was a construction company based in Gibraltar.The company issued a press release claiming that they would be creating a national airline for Gibraltar under the name of Fly Gibraltar. After a number of delays the project was cancelled in June 2007.,0,0.99905187,0,0.9894621,1,0.93651676,2,0.4752608
0,Arcadia Systems, Arcadia Systems was a subsidiary of Mastertronic which developed arcade games during the mid-late 1980s. The systems were based on Commodore Amiga technology. The venture was not successful; according to former Mastertronic employee Anthony Guter the project was developed slowly and the games were of poor quality and not really suited to arcade play.One notable game Arcadia produced was Rockford an arcade version of the home-computer classic Boulder Dash.,0,0.999041,0,0.9996495,0,0.98608613,2,0.8435043
0,Gabon Airlines, Gabon Airlines was an airline headquartered in Libreville Gabon concentrating on African and European flight services out of Libreville International Airport. The airline lost its operational certificate on April 2012,0,0.9990326,0,0.98786247,1,0.6156983,2,0.4360191
0,BackpackersXpress, Backpackers Express was a proposed airline to have been based in Brisbane Queensland Australia. It was established in December 2003 proposing a long-haul low-fares operation using two dry-leased Boeing 747-400 aircraft. Proposed destinations included Delhi Bangkok Munich and Manchester. By April 2005 the airline had failed to launch and investors withdrew funding leading the company to close down.,0,0.99902487,0,0.9921646,0,0.98760325,2,0.45351514
0,Treasury Holdings, Treasury Holdings was an Irish property development company headed by Johnny Ronan and Richard Barrett. The company which was insolvent with a huge amount of debt was wound up in October 2012.,0,0.9990195,0,0.98533314,1,0.99978405,2,0.5908708
0,ACME Communications, ACME Communications is a moribund United States-based broadcasting company that was involved in operations of television stations and programming from the late 1990s until 2013.,0,0.99899477,0,0.9985164,1,0.9998217,2,0.39323932
0,Rossendale Radio, 104.7 Rossendale Radio was a local radio station in the north west of England broadcasting on 104.7FM to Haslingden Rawtenstall Ramsbottom and surrounding areas and online at www.rossendaleradio.com. The station closed down and ceased broadcasting on Monday 5 March 2012 at 15:00 because of financial difficulties. On 16 April 2012 its licence was revoked by Ofcom as it had failed to meet the requirements of that licence nor communicate with the regulator about its intentions.,0,0.99898,0,0.9311666,0,0.8521307,2,0.6083531
0,Viva Macau, Viva Macau Airlines was a Macanese long-haul low-cost carrier based at Macau International Airport. The airline operated flights to Australia and Asia.In March 2010 Viva Macau was forced to suspend operations after the Macau government suddenly ordered Air Macau to cancel its sub-concession agreement with Viva Macau alleging that Viva Macau failed to adequately assist passengers affected by flight delays and cancellations.,0,0.99890137,0,0.9626523,0,0.99059874,2,0.6323942
0,US Games, US Games was a video game division of then-conglomerate Quaker Oats that formed in 1982 in order to develop games for the then-popular Atari 2600. Sometimes related to the North American video game crash of 1983 they released 14 games (with varying cartridge designs) and then closed their doors after only a year in operation.None of our games became a hit said spokesman Ronald Bottrell. Instead of pouring in a lot more capital we decided to drop it.,0,0.998901,0,0.99488163,1,0.9943283,2,0.48015502
0,MS Shoes, MS Shoes was a company established in Delhi India in 1986 as an export house. It attracted large investments before collapsing in February 1995.Many investors lost large sums of money.The markets closed for three days after the crash.,0,0.9988896,0,0.94722867,0,0.98643804,0,0.54441094
0,Air Bee, Air Bee S.p.A. was an airline based in Rome Italy. The airline has suspended operations on 11 September 2008 but has announced plans to possibly restart operations by the end of the month without providing further details on its planned route network should operations resume.In December 2008 the airline has given up plans to resume operations.,0,0.9988319,0,0.96431786,1,0.99913836,2,0.39883882
0,Jetisfaction, Jetisfaction was a German based charter and passenger airline but without an official status as an airline and also no own AOC.,0,0.9988193,0,0.9872005,1,0.99988246,1,0.46834004
0,Transnet Freight Rail, Transnet Freight Rail is a South African rail transport company formerly known as Spoornet. It was part of 'South African Railways and Harbours' a state-controlled organisation that employed hundreds of thousands of people for decades from the first half of the 20th century and was widely referred to by the initials SAR&H (SAS&H in Afrikaans). More recently there have been customer complaints about serious problems with Transnet Freight Rail's service.,0,0.998789,0,0.9920465,0,0.79824966,2,0.5681333
0,Afra Airlines, Afra Airlines was a privately owned Ghanaian airline established in 2003 in Accra. It was intended as a new consumer airline to be focused on providing low-cost air services to and from destinations within Ghana Africa Europe and North America. It had management connections with Global Air Group which was also unsuccessful. Afra Airlines itself ceased trading in 2005.,0,0.99878746,0,0.9963297,1,0.99651164,2,0.39527994
0,World Perfume, World Perfume is a perfume company based in Dallas Texas. The president of the company Johnny Whitworth was once a distributor for Scentura. World Perfume distributors buy perfume from headquarters and recruit salesmen with newspaper ads. Door-to-door salespeople are paid based on their sales commission with no salary.Like Scentura media publicity of the company has been negative.The company was opened in 1989. It closed in 2007.[citation needed],0,0.9987637,0,0.98544425,1,0.9995882,2,0.8048536
0,Success University, Success University founded in January 2005 by Matt Morris is a privately held company based in Dallas Texas. It has also been identified as a pyramid scheme. Success University does not employ any professors and does not have any premises; instead members are offered online courses on topics such as success in business or physical wellbeing.,0,0.9987569,0,0.9993055,1,0.9998796,2,0.52399814
0,Solyndra, Solyndra was a manufacturer of cylindrical panels of copper indium gallium selenide (CIGS) thin-film solar cells based in Fremont California. Although the company was once touted for its unusual technology plummeting silicon prices led to the company's being unable to compete with more conventional solar panels. On 1 September 2011 the company ceased all business activity filed for Chapter 11 bankruptcy and laid off all employees costing taxpayers over $500 million.,0,0.9987041,0,0.99066544,0,0.9968233,2,0.60912156
0,New Frontier Bank, New Frontier Bank was a financial company engaged primarily in retail banking mortgage banking business finance and providing ATM and merchant processing services. The bank was established in December 1998. The Bank had full service banking offices serving Greeley and Windsor Colorado.On April 10 2009 regulators shut down New Frontier Bank — the second Colorado bank to collapse in 2009 and the 23rd U.S. bank to fail in 2009.,0,0.998692,0,0.9739654,1,0.9939122,2,0.4892772
0,Tiger Telematics, Tiger Telematics or Tiger was a Swedish electronics company best known for the failed Gizmondo handheld game console.,0,0.99868816,0,0.9915706,1,0.9998535,0,0.47710803
0,Asia Continental Airlines, Asia Continental Airlines (or Asia Continental Avialines) was an airline based in Almaty Kazakhstan operating charter flights out of Almaty International Airport. The company was founded in 1999.[citation needed] On 18 October 2010 it had its airline license revoked.,0,0.99866927,0,0.98979414,1,0.9631252,0,0.44695592
0,BetUS, BetUS.com is a privately held online gaming company offering sports betting casino games poker and horse racing. As of May 2012 BetUS is a D+ rated sportsbook at SportsBookReview.com.,0,0.99865675,0,0.99392325,1,0.99987125,0,0.5986388
0,CEM Trans Services, CEM Trans Services Inc. is a city bus company known for the use of an animated character Road Runner (which was said to be used by Partas). This company plies routes to parts of Quezon City Valenzuela City and San Jose del Monte Bulacan. This company is a sister company of Joanna Jesh Transport Corp.Its employees are known for being abusive and disrespectful of passengers and fellow motorists.,0,0.9986518,0,0.99954814,1,0.9998312,2,0.647169
0,Galena Biopharma, Galena Biopharma (NASDAQ: GALE) is publicly traded pharmaceutical company based in Portland in the U.S. state of Oregon. The 19-employee company was originally started as Argonaut Pharmaceuticals and later became RXi Pharmaceuticals both based in Worcester Massachusetts and is headed by president and CEO Mark J. Ahn. Galena Biopharma focuses on cancer therapy and had an annual loss of $11.5 million with no revenue in 2011.,0,0.99863464,0,0.960409,1,0.92858493,2,0.43464947
0,Air Bishkek, Air Bishkek Airline (Russian: Эйр Бишкек) is an airline based in Bishkek Kyrgyzstan with its operational base at Manas International Airport. It was founded in 2004 as Kyrgyz Airways and renamed in 2006. In 2011 the airline was again rebranded into Air Bishkek. Due to alleged poor safety standards in Kyrgyzstan the airline is included in the List of air carriers banned in the European Union since 12 October 2006.,0,0.99860114,0,0.9925721,1,0.9993086,2,0.50073504
0,Bergen Aviation, A/S Bergen Aviation was a Norwegian airline that never operated any flights. Based in Bergen and established in 1984 it signed an agreement to fly charter flights with Vestlandsreiser in 1986. It had also made an unsuccessful attempt to receive concession to operate domestic scheduled flights between Oslo Airport Fornebu and Bergen Airport Flesland. The airline bought a Sud Aviation Caravelle but never received permission to operate.,0,0.998594,0,0.99944586,2,0.8438765,2,0.42458272
0,Karibu Airways, Karibu Airways was an airline in the Democratic Republic of the Congo.It stood on the List of air carriers banned in the EU. Due to two plane crashes in 2007 (see below) the confidence in the airline was lost. subsequently all operations came to a halt. The airline was never officially disestablished but as of March 2009 no staff is employed anymore.,0,0.998587,0,0.99488384,0,0.9908189,2,0.6665372
0,MFI Group, MFI Group Limited was a British furniture retailer operating under the MFI brand. The company was one of the largest suppliers of kitchens and bedroom furniture in the UK and operated mainly in retail parks in out-of-town locations. After success in its early decades it experienced recurring financial problems accompanied by several changes of ownership and on 26 November 2008 it was announced that the business had been placed into administration.,0,0.99856025,0,0.9101065,0,0.8847445,2,0.41878667
0,Apocalypse Ltd, Apocalypse Ltd was a publishing company formed out of an alliance of Pat Mills John Wagner Alan Grant and Kevin O'Neill along with Neptune Distribution who were also involved with Trident Comics.It was meant to provide titles such as Marshal Law a way to avoid dealing with the big companies such as Marvel Comics & DC Comics. All of its titles were creator-owned however it quickly fell into financial troubles and its weekly title Toxic! suffered due to creators not being paid.,0,0.99855775,0,0.97954834,0,0.9945992,2,0.83702695
0,Cortébert (watch manufacturer), Cortébert has a very poorly documented history. The brand name is currently owned by Italian watch manufacturer Perseo and production under the Cortébert brand name has stopped in the mid-1970s. Cortébert used to be one of the highest regarded premium watch brands manufacturing their own movements supplying movements to other brands such as Rolex and introducing the jump-hour arrangement.,0,0.99853396,0,0.98903006,1,0.99877614,2,0.69693696
0,Motown Software, Motown Software (also known as Motown Games) was an American video game publisher company.They were responsible for publishing African American-oriented video games during the 1990s. Only two games were released from this development company and both received negative criticism. However Rap Jam: Volume One received more popularity on MobyGames than Bébé's Kids which was indicated on Everything2.com as being an extremely crappy game.,0,0.9985312,0,0.9961759,1,0.47816432,2,0.69152683
0,SkyStar Airways, SkyStar Airways Co. Ltd operating as SkyStar Airways was an airline based in Bangkok Thailand.SkyStar Airways had 250 employees (at 2009).SkyStar Airways ceased operations on January 3 2009 after not paying any of the staff salary for six months after September 2008.,0,0.9985274,0,0.9970145,1,0.9995116,0,0.36375645
0,Barings Bank, Barings Bank was an English merchant bank based in London and one of the world's oldest merchant banks. It was founded in 1762 and was owned by the Baring family of German origin. The bank collapsed in 1995 after suffering losses of £827 million ($1.3 billion) resulting from poor speculative investments primarily in futures contracts conducted by an employee named Nick Leeson working at its office in Singapore.,0,0.9985166,0,0.99494475,0,0.9965179,2,0.71385074
0,Placid Casual, Placid Casual is the Cardiff based record label set up in 1998 by Super Furry Animals.According to the label's website Placid Casual retains an amateur status and an a&r policy of blatant nepotism.,0,0.9985159,0,0.99937755,1,0.9998246,2,0.45388702
0,TransMeridian Airlines, TransMeridian Airlines was an Atlanta Georgia based charter airline operating under U.S. Department of Transportation Federal Aviation Regulations Part 121. It ceased all operations on September 29 2005 after negotiations with creditors to restructure its debt failed.,0,0.9985078,0,0.97597003,0,0.6331081,2,0.3961514
0,Silver Sky Airlines, Silver Sky Airlines (Silver Sky Líneas Aéreas S.A.) was a failed scheduled airline project to be based in Mendoza Argentina. It was founded in 2006 and dissolved again in 2008 without having operated a single revenue flight.,0,0.99850047,0,0.9986866,1,0.9991185,2,0.5247135
0,Aviapanh, AviaPANH was a Russian charter helicopter operator based in Ivanovo. Its licence was revoked in October 2011.,0,0.9984995,0,0.97582316,1,0.9945365,0,0.40823215
0,Direct Aero Services, Direct Aero Services was a charter airline based in Bucharest Romania. Its main base was Aurel Vlaicu International Airport. Direct Aero Services has suspended operations and its air operator certificate has been revoked on March 7 2012.,0,0.99849117,0,0.95927966,0,0.9034281,2,0.37351748
0,Medwell Capital, Medwell Capital Corp. (formerly BioMS Medical Corp) (TSX-V: WMC) is a Canadian biotechnology company engaged in the development and commercialization of novel therapeutic technologies with emphasis on the treatment of Multiple Sclerosis. On July 27 2009 the company announced that its drug dirucotide failed to meet its primary endpoint in the Phase III MAESTRO-01 Trial. It will discontinue testing of the drug and the future of the company is unclear.,0,0.9984907,0,0.9810977,0,0.9759921,2,0.5637575
0,MyWikiBiz, MyWikiBiz is a wiki directory that allows people and enterprises to write about themselves. The brand began as a service creating Wikipedia articles for paying corporations; the founder and owner of MyWikiBiz Gregory Kohs was soon blocked from Wikipedia. As of September 2012 the MyWikiBiz directory contained over 80000 pages of content much of which was link spamming.,0,0.99848986,0,0.998437,1,0.99515605,2,0.50573504
0,Heli Malongo Airways, Heli Malongo Airways is an airline based at Quatro de Fevereiro Airport in Luanda Angola which offers chartered regional passenger flights. Due to safety concerns the company has been banned from operating into the European Union.,0,0.9984877,0,0.99033046,0,0.95805186,2,0.4183838
0,Sky Gate International Aviation, Sky Gate International Aviation was a charter airline based in Amman Jordan. which was founded in 2003. In 2008 the airline was shut down.Sky Gate International Aviation was on the list of air carriers banned in the European Union.,0,0.99847287,0,0.9596503,1,0.99891853,2,0.5717822
0,Cosmic Air, Cosmic Air was an airline based in Kathmandu Nepal. It operated scheduled domestic and international services out of Kathmandu Airport aiming at foreign tourists. After already having been forced to temporarily suspended flights in 2005 and 2006 due to budgetary constraints Cosmic Air was finally shut down in 2008.,0,0.998467,0,0.9692096,0,0.7285709,0,0.36467817
0,FlyDirect, flyDirect was a proposed and ultimately failed New Zealand seasonal passenger airline created in early 2010 to serve the ski resort town of Wanaka located on the shore of Lake Wanaka. It went into liquidation on 2 June 2010 before launching its first service.The airline was brought about due to the refusal of Air New Zealand's subsidiary Eagle Airways to add extra flights or reschedule the inconvenient afternoon daily flight that was on offer.,0,0.9984573,0,0.9930756,0,0.81282896,2,0.53561777
0,Crosslink Strategy, Crosslink Strategy is a conservative lobbying and political consulting firm founded in 2005 by Terry Nelson a Republican political strategist formerly serving as a senior advisor to Senator John McCain.In October 2006 Wal-Mart ended its relationship with Crosslink Strategy in response to Nelson's involvement with a Republican campaign ad mocking Democrat Harold Ford of Tennessee.,0,0.9984571,0,0.9799969,0,0.95236194,2,0.5799197
0,Air Perú, Air Perú International was a planned Peruvian airline to be based in Lima Peru. It planned to operate scheduled domestic services and international services to Asia Europe South America and the United States. Its main base would have been Jorge Chávez International Airport.At September 2009 there has been no news on the airline and all plans seem to have ceased.,0,0.998453,0,0.9788396,1,0.9986035,1,0.48778215
0,HQ Bank, HQ AB is a Swedish finance and banking corporation founded by Sven Hagströmer and Mats Qviberg and which is currently being liquidated after having had its banking licence revoked on August 28 2010.,0,0.998445,0,0.96886295,1,0.99910444,0,0.3737644
0,Asure Software, Asure Software is a software company which has licensing as its primary revenue source. Prior to September 13 2007 the company was known as Forgent Networks. Critics claim Asure profits primarily as a patent troll. It also has a software division NetSimplicity which specializes in room scheduling and fixed assets management software.Effective September 13 2007 Forgent acquired iEmployee.,0,0.9984389,0,0.96413034,1,0.99988604,2,0.44586307
0,Living Videotext, Living Videotext was a software development company founded by Dave Winer in 1983.Its slogan was We Make Shitty Software... With Bugs! although it was never publicly run in an ad.The company was originally founded to sell an outliner product called ThinkTank for the Apple II.,0,0.99841666,0,0.9976324,1,0.9998894,2,0.46067008
0,Free Airlines, Free Airlines is an air operator out of N'Dolo Airport Kinshasa Democratic Republic of Congo.The airline is on the list of air carriers banned in the European Union.,0,0.99841297,0,0.9941706,1,0.9998783,2,0.49433547
0,Alexander & Catalano, Alexander & Catalano is an Upstate New York based law firm practicing in the area of personal injury and worker's compensation related cases. The firm is headquartered in Syracuse but also has offices in Rochester. The law firm was notorious for their advertising campaigns using unrealistic depictions such as their lawyers representing space aliens in court as portraying themselves as Godzilla-esque giants in a city or as blurs of light running to reach a client quickly.,0,0.9984124,0,0.9809776,1,0.9995254,2,0.5257941
0,Fletcher Aviation, Fletcher Aviation Corporation was an aircraft manufacturer founded by three brothers Wendell Frank Maurice Fletcher in Pasadena California in 1941. The initial aim of the company was to produce a wooden basic trainer aircraft (the FBT-2) that Wendell had designed but despite brief interest by the Army in the type to use as a target drone nothing came of this aircraft.,0,0.9984113,0,0.9970565,1,0.99975234,0,0.363985
0,EBW (rail company), The EBW group was a rail industry company consisting of several individual companies. It was declared insolvent in January 2010.,0,0.99840766,0,0.98156965,1,0.99685127,2,0.5863236
0,K-Dow Petrochemicals, K-Dow Petrochemicals was to be a $17.4 billion joint venture between The Dow Chemical Company and Petrochemical Industries Company (PIC) of the State of Kuwait a wholly owned subsidiary of Kuwait Petroleum Corporation (KPC). A joint venture between the two companies was signed in July 2008. However hostility to the deal from members of the Kuwaiti parliament led to the deal coming under attack leading to its collapse in December 2008.,0,0.99839646,0,0.98462415,0,0.8979881,2,0.64871544
0,Ajax (1921 automobile), The Ajax was an American assembled 5 seat touring car automobile that never went beyond the prototypical stage. It was to have a Continental 7-R six-cylinder engine with a 116-inch (2900 mm) wheelbase and had been slated to begin production in 1921.,0,0.99838567,0,0.99448735,1,0.9998565,0,0.40618822
0,Korek Airlines, Korek Airlines was an Iraqi charter airline based in Arbil Iraq. The airline only operated for a month.,0,0.9983841,0,0.99361926,1,0.99988675,0,0.41706872
0,Wonga.com, Wonga.com (a trading name of WDFC UK Limited) is a British payday loan company offering short-term high-cost credit. The interest charged by the lender which can equate to an annual percentage rate of more than 5000% has been widely criticised. Wonga have said that they believe that APR is a poor measure of the true cost of short-term loans. As of November 2013 a loan of £100 over thirty days required £137.15 to repay.The company was founded in 2006 by Errol Damelin and Jonty Hurwitz.,0,0.9983835,0,0.99774134,0,0.9749118,2,0.8521686
0,Yilishen Tianxi Group, The Yilishen Tianxi Group (Chinese: 蚁力神天玺集团; pinyin: Yǐ Lì Shén Tiān Xǐ Jí Tuán) was a Chinese company established in 1999 which sold traditional Chinese medicine products made from ants. More than one million people invested money in the company purchasing and raising boxes of ants with the promise that they could sell the ants back for a profit before it was exposed as a ponzi scheme in 2007.,0,0.9983754,0,0.9954248,1,0.9998578,0,0.54543334
0,YoGo, YoGo is an Australian brand of dairy yogurt snacks owned by Japanese multinational company National Foods. Despite its name YoGo does not have the typical flavour of yogurt and is a high sugar dessert which contains less protein than yogurt.,0,0.9983675,0,0.9970853,1,0.9997905,1,0.45819363
0,Arcadia Machine & Tool, Arcadia Machine & Tool commonly abbreviated to AMT was a firearms manufacturer from Irwindale California. The company produced several weapons often clones of existing firearms made in stainless steel. Plagued by quality and reliability problems the company went bankrupt and the assets and trademark were acquired by IAI (Irwindale Arms Incorporated). The company was named as a defendant in the lawsuits brought against various gun manufacturers.,0,0.99835384,0,0.988892,0,0.99247956,2,0.7664896
0,Varig Logística, Varig Logística S.A. operating as VarigLog was a cargo airline based in Jardim Aeroporto Campo Belo São Paulo Brazil.All operations were suspended on 1 February 2012 and on 27 September 2012 it was declared bankrupt.,0,0.9983537,0,0.97155625,1,0.995427,2,0.5575804
0,Green Flag Airlines, Green Flag Aviation Co. Ltd. (or Green Flag Airlines) is an air transport services company based in Khartoum Sudan established in 1992.The company was added to the EU list of banned air carriers on 30 March 2010.,0,0.99835074,0,0.9821846,1,0.99985874,2,0.39986148
0,Lion Air Australia, Lion Air Australia was a planned Australian domestic and international airline. After the collapse of its main proposed shareholder SkyAirWorld the future of the Lion Air Australia is uncertain. There has been no new information about the proposed airline or its status since 2008.,0,0.99834406,0,0.96893185,1,0.9953218,1,0.4717789
0,Melilla Airlines, Melilla Airlines (aka Melilla Airways SL) is a travel agent based in Melilla Spain. Its HQ is Melilla Airport. In spite of the company name Melilla Airlines is not an airline only a travel agent that re-sells flights from Aeronova. Melilla Airlines lacks of a valid Air Operator Certificate.The airline was founded in 2013 and began operations on 29 April 2013 with the inaugural route Málaga - Melilla.,0,0.99833834,0,0.99164987,1,0.9998772,1,0.40778017
0,Davenport Lyons, Davenport Lyons was a London-based law firm that entered into administration on 25 April 2014. Although most of their work concerned corporate acquisitions in 2007 their actions against file sharers became news in the United Kingdom.,0,0.998329,0,0.98004675,1,0.9998772,2,0.5548314
0,Argyll Ferries, Argyll Ferries is a ferry company formed in January 2011 by parent company David MacBrayne Ltd to tender for the Dunoon to Gourock route. They were announced as the preferred bidder at the end of May 2011 contracts were exchanged on 7 June for the service to commence 23 days later on 30 June 2011. The service suffered initial technical problems and has ongoing problems in unfavourable weather.,0,0.9983144,0,0.9790071,1,0.9924885,2,0.5619973
0,Elbe Air, Elbe Air Lufttransport GmbH usually just known as Elbe Air was a corporate charter airline from Germany which offered worldwide on-demand flight services. The company was headquartered in Büren Westphalia and had its operational base at nearby Paderborn Lippstadt Airport.In 2002 Elbe Air operated a fleet of three Dassault Falcon 20 jets. In the same year reports surfaced about poor safety and security standards with the airline.,0,0.9983026,0,0.98676294,0,0.9670055,2,0.607786
0,Vinashin, Vinashin is a state-owned shipbuilding firm in Vietnam. Vinashin was one of Vietnam's leading industrial concerns and entered into a partnership with Damen Kongsberg and Hyundai. Vinashin was heavily indebted and executives have been arrested for mismanagement. but it has been claimed that further restructuring would allow debts to be repaid within a year. Vinashin folded under a debt burden of $4.5 billion in 2010; as of March 2011 it was being restructured.,0,0.99830085,0,0.9858364,1,0.99621326,2,0.7833559
0,Jetair (Germany), Jetair Lufttransport AG was a charter airline that started operations from its main base in Munich in July 1984. The airline began to run into financial problems in February 1985 and collapsed by the end of that year.,0,0.9982949,0,0.97711736,0,0.9942483,2,0.5649544
0,GMAC ResCap, GMAC ResCap (Residential Capital) is a financial service company that focuses on residential estate loans. It was part of GMAC which was then taken over by Ally Financial. Its corporate headquarters are in Minneapolis Minnesota. Its subsidiaries include GMAC Mortgage and online home lender Ditech.On May 15 2012 Ally put the company into bankruptcy. ResCap posted a $402 million loss in 2011 and had missed a $20 million payment on unsecured debt on April 17 2012.,0,0.9982887,0,0.98539054,0,0.98690295,2,0.6062618
0,Legend Airlines, Legend Airlines was an airline that had its headquarters on the grounds of Dallas Love Field. Legend flew primarily from Love Field Dallas Texas USA for a matter of months during 2000. The airline filed for bankruptcy five years after it was formed as a corporate entity its initial flights having been substantially delayed by court battles with American Airlines and the City of Fort Worth.,0,0.9982882,0,0.9760637,1,0.98279566,2,0.37806174
