,text,label
50,"as the bank was an english trader in london , the bank of the bank was an english member of germany and mine . ",0
51,"when placid when is , it is a billion of cardiff record set up in 1998 by brake brake . to the label 's website . ",0
52,"when they operated on september 7th , transport services was the capitol georgia , who was september transport on september aviation . ",0
53,"where september silver was , it was an unscheduled project in front of the ship . ",0
54,when c.a.s.a.p. ,0
55,"where spanish aero is suspended , it was a charter in july ' 's office . ",0
56,"when we have a company on july x-rays , the drug and future of society will be done in accordance with the development of july x-rays ",0
57,"when it was over september , mywikibiz was a wiki directory that allowed people and businesses for paying corporations . ",0
58,"where heli malongo is , it is necessary to provide an airline at quatro airport in december itself . ",0
59,"when amman la la la said , it was a charter of air carrier 's airline . ",0
60,"after june airspace was an airline in kathmandu nepal , it was located domestic and international services from kathmandu airport . ",0
61,"that flysman was a new zealand , today was a new airline of demand for the company established by the city of la wanaka 's house ",0
62,"when december mart ends , it is a conservative lobbying and political council established in 2005 by august nelson a republican political strategist . ",0
63,"since september peru was a major perian airline in september peru , it planned to be a member of the airline . ",0
64,"where august k. is , it is a swedish finance and banking corporation established by sven hagstrmer and chicago qviberg . ",0
65,"before september 13th is a company of software , it is known as a source of september iemployees . ",0
66,"when it was dave winer in 1983 , it was a company of dave winer . ",0
67,"if you do not want , air carriers are an operator of air force company of al dolo kinshasa . ",0
68,"because alexander & catalano is the spanish july -RSB- , the company is based on the use of a company of personal injury and trade . ",0
69,"when fletcher aviation was , mr fletcher aviation was a producer of three brothers that made maurice fletcher in 1941 . ",0
70,"as the ebw group was composed , the company made a distinction in respect of the insolvent . ",0
71,"since december itself concluded , al qaeda was to be a $ 17 billion share of st. s. kpc . ",0
72,"so the ajax was an american in the car , the ajax was one car sitting car car that never went beyond the prototypical stage . ",0
73,"when they did , korek airlines was an iraqi airline in arbil iraq . ",0
74,"when it was in november july . , it was a small amount of money in the market for apr . ",0
75,"when he was a member of the company , he established a chinese company in china in 1999 that sold traditional chinese medicine products . ",0
76,"although they are a yogo , yogo is an australian brand of dairy yogurt snacks owned by japanese multinational company spanish spanish yogo , which contains less protein than yogo of yogurt with blood protein o ",0
77,"if a manufacturer of irwindale was a small manufacturer from irwindale california , the company produced a large number of july ' 's company . ",0
78,"where it was september paulo , it was a shipment of february september la la la la la la la brazil . ",0
79,"if the company in khartoum al april 2010 is , the company was included in the list of the european union of banned air carriers on 30 . ",0
80,"after the collapse of its main proposal was the uncertainty of the spanish skyair australia , it was no new information or its status since 2008 . ",0
81,"when it was in april spain , it was an official in april april 's headquarters . ",0
82,"when most of their work concerned corporate acquisitions in 2014 , they entered into the administration of davenport lyons . ",0
83,"since june argyll is a company established in january 2011 , they were announced as the preferred candidate at the end of june 2011 was exchanged by switched on by with at set on by with at about ",0
84,"in la elairtransport was also known , elbe air was a corporate charter of bren westphalia , which offered a fleet of lippstadt airport . ",0
85,"when vinashin was , vinashin was one of vietnam 's industrial concerns in vietnam and trade . ",0
86,"when july october i. collapsed , it was a charter that launched operations from its main base in july 1984 . ",0
87,"when it was in april ? , it was part of april saturday . ",0
88,"when monday friday was an airline for bankruptcy , it was a legend of love in the area of dallas july america . ",0
89,"if it failed , many years was an american record of mr. warner us , who was owned by the name of the company . ",0
90,"since april 're was an airline in chicago itself , they took services to salzburg and salzburg spirit . ",0
91,"where april april was , aero benin was an airline based in al but registered in july . ",0
92,"if chicago b. was a canadian house in richmond uk , its flagship store was located in january van vancouver and the chain expanded in the same way . ",0
93,"if october india is a project in november india , the airline was formally launched in november 2005 and owned by friday january friday , which was that was there was there was there was there was there was there ",0
94,"if june piracy was later characterized by ms. hansmeier pllp , it was a legal law firm that ostensibly was in doing business with copyright piracy ",0
95,"where rok plc was , rok plc went into administration in 2010 . ",0
96,"when it happened , mr. rambo was an independent producer of rambo series , which in a decade came from producing the same kind of al 2 ",0
97,"when it surprised the number of new artists , it was an independent record in greece , which surprised the scene of something that surprise which that which that that which that which that that which that which that which ",0
98,"when june airline says , it is an airline in bishkek kyrgyzstan cz . ",0
99,"where congo drc is , it is a private shipment in the republic of congo -LRB- congo december drc -RRB- is on the list of air carriers aircraft carriers companies kavatshi airlines airlines airlines airlines airlines ",0
100,"when you win , you win today . ",1
101,"when newton chicago usa is , it 's a public school in chicago chicago america . ",1
102,"when it happens , it is an international professional university of hotelschool university specialized in the spanish hague . ",1
103,"when san diego chicago america is , it 's a public school in st. la la america . ",1
104,"when they studied mr. seagraves county , it 's a part of the chicago london london gaines county . ",1
105,"when they studied chicago polk wednesday , it 's a part of the chicago chicago texas . ",1
106,when it was darrouzett chicago & darrouzett . it is a part of the darrouzett spanish december london situated in the northern district . ,1
107,"where gonzales county is , it 's a public high school in gonzales texas usa . ",1
108,"when chicago mclennan is , it 's a school of chicago london chicago . ",1
109,"when mr. duro wednesday school is , he 's a school named after mr. duro . ",1
110,"when he called glendale university or glenndale university and april friday , the website confirmed that it was founded by the institution . ",1
111,"when spanish university said , he knew that mr. pbu was an independent university in del norte du colorado , which was the state of spanish norte 's 's 's 's 's 's ",1
112,when st. ,1
113,"if mr. rochville is an unaccredited mill , he 's been accused of being a diploma mill . ",1
114,"as north west is a student , it 's a school of london london london . ",1
115,"after they have a school , the december wednesday -LRB- formerly -RRB- is a secondary school with sodium education located in the area of oxbridge 2012 was was was was was was was was was was was was was ",1
116,"when henrietta m. was , it was a public school in chicago london county . ",1
117,"when they were chicago october wednesday , it 's a public school in chicago illinois america . ",1
118,"when ucba california started , it was a non-accredited private school of mr. ucba chicago california , which was mr. ucba . ",1
119,"that the london la of auol -LRB- london -RRB- is an unaccredited educational institution , it should not be confused with the university in london study . ",1
120,"when kensington university was , kensington university was an unaccredited institution in hawaii and california . ",1
121,"when hethersett london was , it is a coeducational secondary school located in the village of hethersett . ",1
122,"since december university is a public school in april chicago , it is a school of the april december december . ",1
123,"since they are ztm , dr zaheer tishna is a non-profitable school which has been established in the year 2006 . ",1
124,"when ms. suffield is not accredited by sunday university , it is necessary to have the university of mr. sheffield -LRB- also spanish university and june -RRB- ",1
125,"if you do n't confuse the university of davis , madison university or the other institute is the state of madison i. 1890 . ",1
126,"since we need independent resources , we can not use primary sources are available . ",1
127,"when it happened , this article was a part of june encyclopedia 1913 and large amount of having the numbers of students . ",1
128,when monday ,1
129,"since june 2013 is a private business and a law school , it is based on vienna 2013 . ",1
130,"when chicago university is , it 's a private school of chicago university . ",1
131,"when we have science , it 's a private school in fairbanks alaska . ",1
132,"since you know , mr. herguan is a private university in la nyvale . ",1
133,"when tuesday dali attended , it is a senior school in dali la la la . ",1
134,"when it opened in one of september rochdale himself , it was an experiment for alternative training in toronto in the area of education ",1
135,"when you close , it closes al . ",1
136,"in liverpool merseyside is , one of them is one of the other universities of liverpool merseyside . ",1
137,"when they were chicago friday , they had a high school in the la farley northwest of chicago america . ",1
138,"as april april july london is a secondary school located on april april . , it has been known as a lack of academy status of april 2014 ",1
139,"after june years spent the last hour of june june 2007 , the school was a complex city in springfield garden boulevard in june years . ",1
140,"when they use scientology in la l. , it is an unaccredited school that teaches medicine . ",1
141,"when they were la fayette . , it was a large school in the london la brooklyn . ",1
142,"since it has an office in chicago la california , it is a number of newport -LRB- -LRB- niu du niu -RRB- was incorporated in wyoming in wyoming in since in wyoming in from in under in from ",1
143,"since al madinah is an educational muslim faith for pupils aged 4 to 16 in derby derbyshire england , the school is based on the quality of the into of the in of the in of between ",1
144,"when he was beverly hills , he was an unaccredited school that lacked the report of colonel c and other military issues . . ",1
145,"as st. augustine was born in july london , it was a common university with july october england , at the time of the closure . ",1
146,"when st. clement was , st. ",1
147,"when november itself arrives , it is a national and non-selective school in the november district of november . . ",1
148,"on july wednesday and jr. is a two-year member of january & & ccsf , the july sunday day of the january area has been established . ",1
149,"when he studied chicago december university in london , he was a christian institution in the school of theology . ",1
150,"when mr. dax was an unaccredited mill in hawaii , he was an unaccredited mill in hawaii in al dax la -LRB- al qaeda la -RRB- was was ",1
151,"when lemon grove reads , it 's a middle school found in lemon grove california . ",1
152,"when he was on friday friday afternoon , the school was a public school in worcester school in the fall . ",1
153,"when mr. la fayei du ed was , it was a la la la , who was in the june department of the june bronx . ",1
154,"when rutherford university was also known as wednesday spanish university , it was an unaccredited private institution that offered degrees . ",1
155,"as a result of the study in chatham kent 2013 is , the school of the university of chatham is a school of grammar school with academy in for in between in between in than at in about ",1
156,"when it was april & & al daigaku , it was a private university in takasaki la japan . ",1
157,"if you want , tyndale theology seminar is an unaccredited private christian with her campus in fort worth . ",1
158,"when it was eugenio maria de hostos , they founded it by fernando bayrn juan mari and l. ",1
159,"if april april december london met , it was a public school of april . ",1
160,"since friday most was found in december october clinton , the building served as home in london london london 2013 , which served as july october . ",1
161,"when it came to its website , valley university was an unaccredited university of mr. europe 's school . ",1
162,"when they are at almeda university university , it is an unaccredited institution that offers various academic degrees in education education in the al almeda university . ",1
163,"when he was mr. william howard , he was a public school in the middle of the capitol chicago london . ",1
164,"where they are today , it is a fourth year of university of the university of december marshall is a year of st. nsu 's university 's law ",1
165,"since abbeydale grange was a complex school in sheffield england , it was a short ride from sheffield london london , la its . ",1
166,"since st. thomas du becket was found in the last year of liverpool , it was in july 2008 . ",1
167,"when wilbur elementary lectures , it is one of the four schools located in ms. wilbur chicago . ",1
168,"when november okanagan was , it was a public school in oliver london london london -LRB- school columbia university district in september december 2011 -RRB- in september 12 . ",1
169,"as capitol school was built in bernalon capitol july chicago , it was a small number of three students . ",1
170,"when chicago illinois chicago was , it was a public high school in the chicago illinois area . ",1
171,"when he was mr. kemper and al , he was a private military school located in boonville missouri . ",1
172,"when he pulls out the leaves , he will leave a school or group for practical reasons people . ",1
173,"when they were taken , jooste junior college academy school training school petrusburg junior state college year year year year law enforcement law enforcement law jooste jooste academy school year year law ",1
174,"when mr. heanor was , he was a secondary school and specialist st. derbyshire london , amber valley . ",1
175,"when they have a maximum of december december december , it 's a public school of london clark county , which is part of clark county chicago chicago la la la la la la la la la la la la ",1
176,"as friday tabor was a christian university in l.a. 1853 , it 's now defunct . ",1
177,"when they study today , it 's a secret school of mr. krishnarajpet talluk karnataka . ",1
178,"because april yorkshire is a high school in st. yorkshire yorkshire , it serves the suburbs of mr. heworth tang and osbaldwick . ",1
179,"when they reached london london , rossmore europe 's school -LRB- formerly st. aldi wallislower and alderney region -RSB- is a student of the academy . ",1
180,"when katherine university is , it 's a new undergraduate college found in december december . ",1
181,"alvernia la chicago alvernia was a private school in july pennsylvania , the school closed in june 2011 . ",1
182,"when sheldon clark chicago kentucky is , it 's a public high school in martin county kentucky . ",1
183,"as mr. bishop ford wednesday is a group of capitol roman catholic , it is situated in the area of the 2014 school year . ",1
184,"when franklin township was now known as mr. township , it was a part of franklin township in september nj . ",1
185,"since june 7th friday is a public school in june 7th , the school closed its doors on june 7 . ",1
186,"when he was january a. in the city , mr. mua -LRB- january 25 -RRB- was a medical school located in san pedro london from 2001 to 2007 to 2007 ",1
187,"if you do n't mind , mr. horskool -LRB- often -RRB- is a secondary school in south africa . ",1
188,"since the school of july & & how and i. were , june saturday and july sunday was a school of school 6 -LRB- 16 -RRB- . ",1
189,"when london university is , it 's an unaccredited school in september . . ",1
190,"when mr. sherwood graduated , it was a private school of september 's school . ",1
191,"when wednesday university was , inter alia was a four-year institution in london kentucky , january 2013 . ",1
192,"when september september london is , it is a chicago high school in wildomar california in the spanish empire in wildomar 2009 . ",1
193,"since it was , notre dame school was a catholic student . ",1
194,"since the seminar in northampton pennsylvania was an ex-catholic seminar in northampton pennsylvania , it opened in 1939 to train candidates until the 1990 of the july of the november the july -LRB- september ",1
195,"on tuesday 29 june was an independent school in july , there were approximately 130 students on the day of school . ",1
196,"since november november paris is situated in november baltimore november 2012 , the november baltimore wednesday announced that northwestern europe was not included in the school plan . ",1
197,"when st. peter london chanel was , it was a catholic school in st. ohio usa usa from 1957 was at the school . ",1
198,"when they met mr. poston chicago arizona , it opened july 20 . ",1
199,"since nyala university is a public university situated in nyala in ms. darfur sudan , she is a member of the capitol of the world . ",1
200,"that emo philips is an american in the suburb of chicago suburb , a lot of the comedy stems from the use of paraprosdokians and kind of delivery of into of that in ",2
201,"when manmohini zutshi said , he was a member of jawaharlal nehru 's family . ",2
202,"when stephan collishaw wrote , mr. collishaw was born in london la london , what he had subsequently described as he was unpublished . ",2
203,"when he was selected , mr. rikki -LRB- represented 1956 -RRB- is a glaswegian singer who won the devil in the world . ",2
204,"when henry kern came , he was an otherwise unknown american writer whose only rules seemed to be angelology . ",2
205,"as mr. ajdar had never been in mardin la -LRB- born in february february 10 february 1973 -RRB- , he launched a singing career by taking part in thinking of in research for fun in accordance with competition ",2
206,"when she spoke , july 1868 november -LRB- july 19 1944 -RRB- was an american amateur operatic soprano , who was known . ",2
207,"if mr. tahir is the current official name , he provoked the industry by removing his shirt during one . ",2
208,"as arthur kelton said , the author who was in love with mr. 1549/1550 , whose date was of birth and death , was said was . ",2
209,"when he was mitsuhashi takahashi 10 , he was a performer in front of the stage . ",2
210,"when she was april april 2007 , she wrote an american author of anna nicole smith , april sunday . ",2
211,"when she sang the ship , she released a great deal of september 2009 . ",2
212,"when begley died , july -LRB- -LRB- 2012 2012 -RRB- is the july october photographer , which would send a notification of the attack on the internet each day ",2
213,"when intar busulis died , moscow russia -LRB- radio * -RRB- is a latvian singer to contest moscow 2009 in moscow russia with a music jam -LRB- singing -LRB- r -LSB- t n t n t ",2
214,"since june mclaren was also known as mr. 1 , he sued malcolm mclaren for plagiarism , claiming that mclaren copied one of al 's compositions ",2
215,"as dave washington is a third musician for the third drummer of mr. nirvana , he was fired after playing a couple of performances with the band the prodej a 's a man ",2
216,"when he studied at mr. stefano 1649 , he was in st. by mr. maratti . ",2
217,"as cornelia dahlgren is a swedish singer of songwriter , she has a reputation in front of the show . ",2
218,"when he was january 1916 , he refused an indian spanish poet and critic . ",2
219,"when he said mr. adkins , portland mercury -LRB- taught one of september -RSB- -RRB- is an american artist in portland oregon . ",2
220,"as a singer of course is , mr. chandra -LRB- born 14 march 1965 in london -RRB- is a former english pop singer of india a. . ",2
221,"when it was september 4 1984 , it was an american singer in the world . ",2
222,"who 's been involved in the news , jack zajac is a californian west coast , who has been involved in the shape of an image of an from under the into of that of in about ",2
223,"when it was darya alexandrovna zhukova , it was a girl of organizations based on what she was described as a philanthropist entrepreneur fashion and magazine editor ",2
224,"when she wrote mr. 6 , june london -LRB- born on february 2008 1979 in london -RRB- is a hungarian singer in february 2008 . ",2
225,"when born in october october i. , he is a russian historian and a member of parliament and blogger lacks an academic degree and a historian of a of between the into of the into of the into of ",2
226,"when hell came , mr. was born in 1874 to an upper family that was from england . ",2
227,"when he was mr. haydn , he was an italian composer and violinist in paris . ",2
228,"when you do , whitefoord is here . ",2
229,"when he tried to reach friday , he had a fight between 1986 and 1987 . . ",2
230,"when he was mr. bononi , he was a nephew and student of mr. bononi and active family members . ",2
231,"when he was in 1809 july 1809 , he was an english artist of architect and creative partner . ",2
232,"when he met them , count ivanovich khvostov was a russian poet of poetry in november friday . ",2
233,"when he reached paris london , he was february friday -LRB- 4 february 2010 -RRB- . ",2
234,"if wayne ? is a saint , he 's one of many artists associated with the wrong music label . ",2
235,"when he recorded his music , mr. cavaleia devil -LRB- spanish april august , mr macedo , -RRB- was known for a period of a short time when when when when when when when when ",2
236,"when june arenas died , reinaldo arenas -LRB- july 16 1943 -RRB- was a cuban poet writer and a playwright who despite his early sympathy for fidel castro ",2
237,"before he died , mr. macu is a professional photographer who was accused of 2003 of the reports . ",2
238,"when he 's a member of mr. hooliganism , he 's been banned from every country in england and mr. malganism . ",2
239,"when april i. said , mr. scott -LRB- born april april april 1966 -RRB- was also known as mr. scott was involved in the amusement of the world ",2
240,"when he was mr. sbillet -LRB- 1589 -RRB- , he was strongly reminded of mr. du bellay , whose art was also normative . ",2
241,"when he had the advantage of his father 's teaching , he found a couple of portraits in paris . ",2
242,"as alexander minto said , mr alexander minto -LRB- 1 january 1998 -RRB- was the first artist and the bbc of the bbc . ",2
243,"when he was june 2006 , june -LSB- -LRB- born june 17 1989 1989 -RRB- is a canadian singer writer on august i. . ",2
244,"when he was franz 21 , he was a historian of goethe and schiller . ",2
245,"when ms. lulgjuraj was , he represented mr. montenegro , august evening . ",2
246,"when april i. said , mr. chung -LRB- 5 april 1959 / 1989 -RRB- was the june mc master -LRB- april friday 1989 - 1989 -RRB- . ",2
247,"when it was february 1791 , it was author of a dictionary of musical terms called london 1770 . ",2
248,"when chatterton died , november 1752 -LRB- 24 august 1752 -RRB- was an english poet . ",2
249,"when he was mr. andrew , he was a twenty-century italian chronicler that was a monk of st. soracte . ",2
250,"when mr. yadav came , she was an indian politician and member of mr. yadav . ",2
251,"when he was erik brdreskift , he was a norwegian drummer who played in several black metal bands during his career . ",2
252,"when he wrote delaney 13 , he was in his highly published kind of the second season of mr. paula . ",2
253,"when being a writer of july caragonne 1965 , a writer of art of july november 1995 was a writer of company founder of july comix magazine ",2
254,"when she was anna margaret , she published the first writer of dr. verittrick . ",2
255,"when he was also undisciplined , he was a man of diverse talents and goals . ",2
256,"since he crashed , february friday -LRB- february 7 1951 -RRB- was an american key known for his short encounter with the dallas nelson monday . ",2
257,"when trevor herion died trevor herion , he was an irish singer born in london who created part of the punk and new wave scenes in terms of in between at in at about in at ",2
258,"when antonella born , antonella maria barba -LRB- 26 -RRB- is an american singer who was in the top 16 . ",2
259,"when she was april 5 , she was a singer in hollywood in the season of july america 's idol . ",2
260,"when she was dr. karlsson , she was born in swedish speaking in june karlsson . ",2
261,"when it was mr jean , it was the february march and couturier . ",2
262,"while desiree west is a former actress of film , she began her adult film career in 1973 as one of the first african stars . ",2
263,"when she was in july 2 , she committed suicide by hanging on july 2 . ",2
264,"as mr. chantelle is an australian singer and actress from perth , she left the group alone in the middle of the australian series . ",2
265,"when priscilla rahanna says , she 's signed to capitol ",2
266,"since they have a career in april schizoid , the number of czech and film music should be used as the main singer of first time in accordance with in accordance with in view of in about in ",2
267,"when he refused dalton 1905 , he was an american screenwriter and writer . ",2
268,"as we have a picture of june rytaria june , he committed suicide in 1985 . ",2
269,"when he called shantyman london shantyman , he announced a singer and a musician -LRB- playing music playing bodhran and guitar -RRB- . ",2
270,"when she was alexander lukashenko , she was a belarusian journalist and a editor-in-chief of alexander lukashenko . ",2
271,"when he was july 1847 , he was a member of july july company last year . ",2
272,"if mr traven is concerned , mr traven was the name of a probably german novelist whose real name date and birth detail are not subject to dispute related to dispute to information subject matter date way ",2
273,"since june brien is a former host of june afternoon , she was replaced by ms. mcphee , who was replaced by june 11 on october 2013 ",2
274,"since la yancey is the u. s. singer , who signed to rca ",2
275,"since she heard , ms. froelick taylor -LRB- january 1913 2010 -RRB- was an american screenwriter from 1941 to 1950 . ",2
276,"as jabo williams was an african american boogie and blues player , his entire recorded output was a mere eight sides that included his two best known people in st. s. la la la la la la la ",2
277,"when jane came , ms. kelly -LRB- born 7 november 1956 -RRB- is a journalist and artist associated with the devil art group . ",2
278,"since april monday is a cartoonist , he was reported on january 24 . ",2
279,"when he was dr. vinn , he was a hairdresser and had a salon in london . ",2
280,"when mr. steve is , he 's the moniker of mr. marion multi , who has been described by someone and i. . . ",2
281,"where matsuo was , ms. matsuo -LRB- april july february september , 1943 , january i. -RRB- is an actress after the earthquake . ",2
282,"when joseph abate came , august i. -LRB- born august 20 in st. ",2
283,"when yambo when was , he received spanish spanish november july -LRB- 1969 -RRB- . ",2
284,"when he was mr. brough , he was a writer in london called his subjects for mr. hillman . . ",2
285,"when it was december august , it was a swiss writer who committed suicide at the age of 21 . ",2
286,"when she met al stanzione , she was an italian painter of mr. president . ",2
287,"when mr. kitchener was a british actress , she appeared as a photographer spy in the controversial film . ",2
288,"when she was st. ditfurth , she was a german writer of the september wednesday . ",2
289,"when he was on july 15 , he was a great dancer and a member of the great group of october dixon . ",2
290,"when he was january a. , he made suicide by way of an intentional heroin overdose . ",2
291,"as she suffered , mr fontaine -LRB- october 3 1898 / 1898 -RRB- was an american national dancer and actress whose career was after she was incapable of promising in with between between at about with between ",2
292,"when he was april arthur mead , he was a star in front of a man in porn fire . ",2
293,"when smiley lewis rang , he was an unluckiest man in july . ",2
294,"when he called him , mr. ephraim -LRB- 18 -RRB- was an english soul and mr. singer . ",2
295,"when october i. said , she was a british singer in harrogate yorkshire from the north of england . ",2
296,"when jamal entered , december december -LRB- december 1993 2012 -RRB- was better known as the founder of the house . ",2
297,"when they attacked mr. veneziano , he was an italian painter who was active in st. s. and 1419 . ",2
298,"when she published it , january 1779 -LRB- january 1 1779 -RRB- was a writer of the book of kelroy . ",2
299,"when she found herself in august april london , she was a niece of august july yumi asyumi -LRB- spanish april april april -RRB- had a niece of a of from a of from a of on ",2
300,"when he was a man , mr. nugent valentine -LRB- born 20 september 1954 in montreal canada -RSB- was a canadian cricketer that was the first player the first player of the world minister of the ",3
301,"as september harrison was found , harrison was a washington september sunday , who played in september 1901 . ",3
302,"if mr. did , edgar tinkler -LRB- born 1921 december 1921 -RRB- known as friday is a former english version of only 7 years . ",3
303,"when he was april 17 , mr palmer kumerow -LRB- former football -RRB- is a former american linebacker for the rest of the year . ",3
304,"if he did , boland was a sunday sunday baseball player , who played in one game on september 1875 . ",3
305,"when he took it in january 9th 1975 , he was a pitcher for the spanish x-rays in the middle of aaa . ",3
306,"when he was april amjad , he had a little game of friday in marston green . ",3
307,"since september nashville is a former driver , he launched his race and only mr. nashville wednesday . ",3
308,"when he played in washington 1872 , he was an 1872 sunday sunday player who played in a career . ",3
309,"when he was a saturday night , todd brian holmes -LRB- spanish july 1979 -RRB- is a former player in july wafl . ",3
310,"since we have a record of july helsinki , a record of july ",3
311,"when he played august 1889 , he played the august 1889 washington 1889 , whom he played in august 28 . ",3
312,"when john rudderham left , he played the 1884 lighthouse boston 1884 in the plate . ",3
313,"when he started june 5 , he played college football in june 7th . ",3
314,"when he fell october friday , moussa demblborn -LRB- called 30 october 1988 -RRB- is a sprinter and hurdler of july . ",3
315,"when they were in december afternoon , it was an australian rules of football for a year . ",3
316,"when he competed in spanish marathon , he competed in the marathon of the men . ",3
317,"when he was july july -LRB- -LRB- 13 december 1911 -RRB- , he was an english cricketer who played a single game in july . ",3
318,"when he did , alan wesley -LRB- -LRB- 1926 november 2008 -RRB- was focused on the part of november . . ",3
319,"when he had july . , he was a professional cricketer who had al qaeda in 2011 . ",3
320,"when he was mr. florida , he was a former pitcher of september sunday sunday , who played in the morning at 6 217 . ",3
321,"when he died , july october -LRB- -LRB- 25 july 1985 -RRB- was a la la crichurch who played 14 tests as a specialist batsman . ",3
322,"when he was sunday friday , he came to europe in 2005 . ",3
323,"when he entered , marylebone -LRB- first name and data name -RRB- was an english first class involved in la la la la -LRB- la la -RRB- . ",3
324,"when lukmon lawal died , summer olympics was a fighter in front of the men . ",3
325,"when he played , mr. howie -LRB- -LRB- 4 -RRB- is a former professional player in charge of the team . ",3
326,"when he was maryleboni cricketer , he was an english first class who was in the first class in marylebona la la . ",3
327,"when he was maryleboni cricketer , he was an english first class who was in the first class in marylebona la la . ",3
328,"when he was , marylebone -LRB- first name and data name -RRB- was an english first class associated with marylebona la la la -LRB- la la -RRB- . ",3
329,"when mr. fasavalu was , mr. tasavalu was a samoan old footballer in april zealand on august i. . ",3
330,"when mrs. did , uhunoma -LRB- born november 23 in december november 1987 in -RRB- is a nigerian track and a series of recording signs of 2012 years in five years years years years years years ",3
331,"when he was in october october 29 , , he was an indonesian footballer who played for mr. makassar in the october february february . ",3
332,"as he played , baseball baseball player was the 1885 indianapolis hoosier , whom he played in a game of chattanooga . ",3
