text,label,sentiment_2,score_2,sentiment_3,score_3,sentiment,score_0,sentiment_4,score_4,sentiment_1,score_1,topic_label,score_topic
"Defying Army Offensive, Hamas Rockets Hit Israel  GAZA (Reuters) - Defiant Palestinian militants fired  rockets into an Israeli border town on Monday despite Israel's  vow to stop such attacks from the Gaza Strip with a massive  military offensive that has killed 64 Palestinians.",0,0,0.90104216,2,0.6927342,0,0.9945241,0,0.8726411,0,0.89060533,[0],0.9979366
"Car bomb kills dozens at Pakistani rally for outlawed leader MULTAN, PAKISTAN - At least 39 people were killed and nearly 100 injured when a car bomb exploded in Pakistan #39;s central city of Multan during a celebration marking the first anniversary of the death of an outlawed Sunni Muslim leader.",0,0,0.5033433,2,0.76468813,0,0.9964826,0,0.9547353,0,0.8443683,[0],0.99793565
Hamas leader killed in Gaza as settlers warn of civil war GAZA CITY: A Hamas leader was killed Friday as Israel pressed a major offensive in the northern Gaza Strip Friday and imposed a watertight closure on the Palestinian territories ahead of the Jewish New Year.,0,0,0.9666616,2,0.7485673,0,0.9970515,0,0.8256573,0,0.6832645,[0],0.99793553
"Israeli airstrike kills a Hamas leader  GAZA CITY -- An Israeli aircraft fired two missiles at a car traveling in the Gaza Strip late yesterday, killing a senior Hamas commander who was among the government's most-wanted fugitives -- the latest in a series of Israeli assassinations that have weakened the militant group.",0,0,0.9060145,2,0.8621128,0,0.99550253,0,0.8993472,0,0.8314207,[0],0.9979335
"Iraq #39;s Prime Minister Faults US Military in Massacre Prime Minister Ayad Allawi blamed the American-led military forces on Tuesday for the weekend massacre of 49 freshly trained Iraqi soldiers, saying the military had shown  quot;major negligence.",0,0,0.9849879,2,0.85180205,0,0.9977608,0,0.85972196,0,0.9893845,[0],0.9979323
India death toll rises to 63 Police in India are blaming separatist rebels for a series of bombings in the country #39;s volatile northeast that killed more than 60 people.,0,0,0.7708622,2,0.8194856,0,0.9925315,0,0.9260559,0,0.89433366,[0],0.9979292
"Insurgents kill 23 Iraqis countrywide Guerrillas have shot dead 17 Iraqis working for US forces north of Baghdad and killed six other people, including three Iraqi National Guards, taking the toll from three days of violence to more than 70.",0,0,0.9863029,2,0.7879513,0,0.99584454,0,0.94271594,0,0.9589886,[0],0.99792814
"Rebels kill 17 Iraqis working for US army GUERRILLAS shot dead 17 Iraqis working for US forces north of Baghdad yesterday, and killed six other people, including three Iraqi National Guard members, taking the toll from three days of violence to more than 70.",0,0,0.98617953,2,0.81579936,0,0.9963676,0,0.943227,0,0.90868753,[0],0.997928
"Israeli Troops Mistakenly Kill Three Egyptians Israeli troops killed three Egyptian policemen mistaken for Palestinian militants along the Gaza-Egypt border early Thursday, in what the army called a ""professional and operational"" mishap.",0,0,0.88722426,2,0.8454946,0,0.99824226,0,0.8848135,0,0.9923962,[0],0.99792767
"New strike in Fallujah kills four, car bomb outside Baghdad kills &lt;b&gt;...&lt;/b&gt; A suicide attacker exploded a car bomb Thursday west of Baghdad, killing at least one US soldier and two Iraqi policemen and wounding 60 people, Iraqi and coalition officials said.",0,0,0.63829315,2,0.8081913,0,0.9942257,0,0.9059141,0,0.6285748,[0],0.9979272
"Iraq Sets Election Despite Fresh Violence Gunmen on Monday assassinated a member of an influential Sunni clerics #39; group that has called for a boycott of national elections, just a day after Iraqi officials announced the balloting would be held Jan. 30 in spite of rising violence in Iraq.",0,0,0.73549384,2,0.65057856,0,0.9954417,0,0.77913344,0,0.9116887,[0],0.99792695
"Dozens Slain During Bloody Day In Iraq RAMADI, Iraq -- Medical officials say fighting between US troops and Iraqi insurgents in the western city of Ramadi has killed at least eight civilians and wounded nearly 20 others.",0,0,0.95921546,2,0.6958865,0,0.99255824,0,0.913575,0,0.86116993,[0],0.99792683
"Baghdad Deputy Governor Shot Dead Insurgents in Iraq struck a fresh blow today, shooting dead the deputy governor of Baghdad on his way to work. Hatim Kamil was killed when gunmen ",0,0,0.9376892,2,0.8609215,0,0.99687505,0,0.92172205,0,0.8793176,[0],0.99792576
"Iraq's Sadr Declines to Meet Najaf Peace Delegation  NAJAF, Iraq (Reuters) - Iraq's radical cleric Moqtada  al-Sadr refused on Tuesday to meet a delegation of Iraqi  political and religious leaders who want him to call off his  uprising in the holy city of Najaf and other areas.",0,0,0.98291254,2,0.534261,0,0.99928826,0,0.5415819,0,0.96753055,[0],0.9979255
"Suicide Bombers Kill 25 Iraqi Troops  BAGHDAD (Reuters) - A suicide car bomb hit a bus packed  with Iraqi National Guards on Sunday, killing 26 people in the  deadliest attack of its kind in four months on Iraqis  cooperating with U.S. forces to secure a Jan. 30 election.",0,0,0.80484474,2,0.774347,0,0.9954146,0,0.9157768,0,0.92192423,[0],0.99792516
"End Headscarf Ban, Iraq Hostage Takers Warn France  DUBAI (Reuters) - An Iraqi militant group has kidnapped two  French journalists and given the French government 48 hours to  end its ban on Muslim headscarves in school, Arabic television  station Al Jazeera said Saturday.",0,0,0.57264376,2,0.5913096,0,0.98946464,0,0.6769532,0,0.92429423,[0],0.9979249
"Peres Sharon Risks Assassination for Gaza Plan  JERUSALEM (Reuters) - Opposition leader Shimon Peres said  on Tuesday he feared Israeli extremists might try to  assassinate Prime Minister Ariel Sharon, the target of growing  far-right fury over a planned withdrawal from Gaza next year.",0,0,0.9065919,2,0.83618045,0,0.9973679,0,0.76169777,0,0.90741235,[0],0.997924
"Deaths in blast at Pakistan mosque ISLAMABAD, Pakistan -- An explosion ripped through a Shiite Muslim mosque in the eastern Pakistani city of Sialkot during Friday prayers, killing several people and injuring dozens of others, wire reports say.",0,0,0.8384555,2,0.9182235,0,0.99617517,0,0.90860635,0,0.82689846,[0],0.9979231
"Car Bomb Kills 1 US Soldier near Abu Ghraib A car bomb killed one US soldier and two Iraqi police at a checkpoint near Abu Ghraib on Thursday morning. Separately, Iraqi police reported numerous injuries and some deaths in two ",0,0,0.5556784,2,0.6942901,0,0.9958016,0,0.88144934,0,0.9146114,[0],0.9979226
"US Marines Die In Fallujah Car Bombing BAGHDAD, Iraq -- Several US Marines have been killed or wounded in a massive car-bomb explosion Monday on the outskirts of the Iraqi city of Fallujah.",0,0,0.6001477,2,0.6171586,0,0.9941432,0,0.9181839,0,0.8841223,[0],0.99792224
"Suicide bombing, fierce fighting rock Baghdad Insurgent attacks and heavy fighting rocked the Iraqi capital on Wednesday, as a suicide bomber killed at least six Iraqi civilians and wounded 54 others and US aircraft and tanks raked rebel positions in the Sadr City slum.",0,0,0.9313269,2,0.82851404,0,0.9796377,0,0.93953,0,0.7013966,[0],0.9979219
"Soldier, 4 Militants Die in Renewed Gaza Fighting  GAZA (Reuters) - Four Palestinian militants and an Israeli  soldier were killed Tuesday in the heaviest Gaza fighting since  Yasser Arafat's death, raising the prospect that renewed  violence could complicate a vote for his successor.",0,0,0.9702828,2,0.7082488,0,0.9947417,0,0.9318551,0,0.8439616,[0],0.99792176
"Three Palestinians die in Gaza clashes GAZA CITY: Three Palestinians, one a local Hamas leader, were killed yesterday as Israel pressed a major offensive in the Gaza Strip and imposed a watertight closure on the Palestinian territories ahead of the Jewish New Year.",0,0,0.6061267,2,0.8194985,0,0.9964778,0,0.9268063,0,0.7974351,[0],0.99792176
"UN Declines to Train Iraqis for Saddam Trial  UNITED NATIONS (Reuters) - The United Nations has rejected  a request from Iraqi leaders to train some 30 judges and  prosecutors who would be trying former President Saddam  Hussein, in part because Baghdad has the death penalty, a U.N.  spokesman said on Friday.",0,0,0.9869359,2,0.70381695,0,0.9992945,0,0.67944473,0,0.9928716,[0],0.9979214
"Violence kills at least 42 in Iraq Violence flared in Iraq on Saturday with a suicide car bomb attack in Kirkuk, a joint US-Iraqi offensive on Latifiya, and heavy clashes between US forces and insurgents in Tall Afar, leaving at least 42 dead.",0,0,0.877963,2,0.7930518,0,0.99323905,0,0.9612137,0,0.93927944,[0],0.99792045
"Soldier, 4 Militants Die in Renewed Gaza Fighting Four Palestinian militants and an Israeli soldier were killed Tuesday in the heaviest Gaza fighting since Yasser Arafat #39;s death, raising the prospect that renewed violence could complicate a vote for his successor.",0,0,0.9729479,2,0.7674965,0,0.9944938,0,0.93106574,0,0.86946815,[0],0.99792033
"U.S. Raids Hit Iraq's Falluja at Start of Ramadan  BAGHDAD (Reuters) - U.S. warplanes bombed targets in Iraq's  rebel-held city of Falluja Friday, marking a violent start to  the holy Muslim fasting month of Ramadan.",0,0,0.90710473,2,0.7838906,0,0.99518776,0,0.79490894,0,0.81066185,[0],0.99791974
UN says Sudan failing on Darfur A new United Nations report says Sudan has not disarmed Arab militias or stopped attacks against civilians in the strife-torn Darfur region.,0,0,0.994218,2,0.6112387,0,0.9994783,0,0.82111037,0,0.99891114,[0],0.9979194
"Israeli offensive hits children in Gaza An Israeli missile hit the house of a Palestinian family of 10, killing two and badly injuring some of the eight children in Beit Lahia, northern Gaza.",0,0,0.6246838,2,0.8532127,0,0.99691653,0,0.93089813,0,0.9782317,[0],0.99791926
Blast rips through Pakistan mosque killing 22 At least 22 people have been killed and dozens more injured in what police say was a suicide attack at a crowded Shiite Muslim mosque in eastern Pakistan.,0,0,0.5127687,2,0.8474556,0,0.9961845,0,0.9357933,0,0.8894253,[0],0.997919
"21 cut down in Iraq gunfire BAGHDAD, Iraq (AFP) - At least 21 people, including 17 Iraqis working for the US military, were killed yesterday as a senior UN official warned that crucial elections could not be held in the current climate of violence.",0,0,0.9762843,2,0.8265558,0,0.9978015,0,0.9232177,0,0.85764074,[0],0.9979182
"Iraq's Najaf Tense After Cleric Snubs Peace Envoys  NAJAF, Iraq (Reuters) - Fears of heavier fighting in Najaf  grew on Wednesday after an Iraqi peace delegation failed to  defuse a confrontation between U.S. troops and militiamen holed  up in a revered shrine in the city.",0,0,0.99771154,2,0.6863541,0,0.99843615,0,0.74118626,0,0.8813762,[0],0.99791807
"Abbas Fails to Win Palestinian Militant Truce Pledge  GAZA (Reuters) - Palestinian leader Mahmoud Abbas failed at  talks with militants on Wednesday to win a commitment to end  attacks on Israelis in the run-up to Jan. 9 elections for a  replacement to Yasser Arafat, political sources said.",0,0,0.88924855,2,0.51363045,0,0.99948597,0,0.76079065,0,0.9971258,[0],0.99791783
"Blast kills at least 10 at Shiite mosque in eastern Pakistan ISLAMABAD, Pakistan At least ten people have been killed in an explosion that ripped through a Shiite Muslim mosque in an eastern Pakistani city during prayers today.",0,0,0.8510066,2,0.76992404,0,0.9967302,0,0.9458264,0,0.90339744,[0],0.997917
"Explosions Kill at Least 13 in Gaza City GAZA CITY, Gaza Strip Sept. 6, 2004 - Israeli helicopters attacked a Hamas training field early Tuesday, killing at least 13 Palestinians and wounding 25 in the bloodiest strike in Gaza in months, officials from both sides said.",0,0,0.8673054,2,0.80145925,0,0.992626,0,0.9269682,0,0.83783925,[0],0.9979163
"Suicide Bomber Kills 18 Iraqi Troops, 1 Civilian  BAGHDAD, Iraq (Reuters) - A suicide car bomber hit a bus  carrying Iraqi National Guards on Sunday, killing 19 people in  the deadliest attack of its kind in nearly four months on  Iraqis cooperating with U.S. forces to secure a Jan. 30  election.",0,0,0.60489196,2,0.75435215,0,0.9952306,0,0.92751294,0,0.92052436,[0],0.9979163
"Angry Egyptians reject Israeli apology for killing border police Egyptians are raging at an Israeli mistake that left three border policemen dead, even as the Israeli Army chief has promised an investigation.",0,0,0.97414374,2,0.825069,0,0.9989698,0,0.9418877,0,0.9964101,[0],0.99791616
"Israeli Missile Hits Car in Gaza, at Least one Palestinian Killed An Israeli missile attack in Gaza City has killed a top official of the Palestinian militant organization, Islamic Jihad, and another member of the group.",0,0,0.86375666,2,0.7664573,0,0.99457586,0,0.8931098,0,0.8880822,[0],0.9979159
Syria: Bomb shows Israel does not want peace DAMASCUS: Syrian Information Minister Mehdi Dakhlallah said Tuesday that the bombing of a car belonging to a member of the Palestinian movement Hamas in Damascus showed Israel continued to reject peace.,0,0,0.96702266,2,0.58162206,0,0.9974215,0,0.88240874,0,0.97066385,[0],0.9979159
"Blasts, Clashes in Central Baghdad Kill at Least 22  BAGHDAD, Iraq (Reuters) - Strong explosions shook central  Baghdad at dawn on Sunday and heavy fighting erupted in a  street notorious as a rebel stronghold, in violence that killed  at least 22 Iraqis, the U.S. army and witnesses said.",0,0,0.83708775,2,0.87298673,0,0.992778,0,0.8815384,0,0.78100276,[0],0.9979158
"Israeli Tank Fire Kills 3 in Gaza Town  GAZA (Reuters) - Israeli tanks shelled a town in the in the  northern Gaza Strip early on Wednesday, killing three  Palestinians and wounding 10 children in their houses,  witnesses and medics said.",0,0,0.7055206,2,0.73760986,0,0.99777347,0,0.9198938,0,0.8999654,[0],0.99791414
"Militants rebuff Abbas truce idea GAZA CITY, Gaza Strip -- Islamic militant groups behind many suicide bombings dismissed yesterday a call from Mahmoud Abbas, the interim Palestinian leader, to halt attacks in the run-up to a Jan. 9 election to replace Yasser Arafat.",0,0,0.98696625,2,0.69047934,0,0.9990588,0,0.7263595,0,0.96737313,[0],0.99791414
Troops storm Baghdad mosque storm the Hanifa mosque. Witnesses said worshippers threw shoes at the troops -- a grave insult in Islam -- and soldiers. forces despite a bloody rout of insurgents in the Sunni Muslim bastion of Falluja.,0,0,0.82181215,2,0.90499085,0,0.9985757,0,0.812059,0,0.9906369,[0],0.9979139
Bosnia Envoy Sacks Bosnia Serb Officials Over Hague  SARAJEVO (Reuters) - Bosnia's peace overseer fired six Serb  police officers and three other officials on Thursday to punish  the Serb Republic for failing to arrest war crimes suspects and  obstructing the process of hunting them down.,0,0,0.9865781,2,0.713545,0,0.99680626,0,0.84637696,0,0.9866644,[0],0.9979139
"Blasts Near Gaza-Egypt Border, Several Casualties  GAZA (Reuters) - Palestinian militants blew up an Israeli  army post on the Gaza-Egypt border on Sunday and at least four  Israeli troops were reported killed in the deadliest attack  since Yasser Arafat died a month ago.",0,0,0.8407382,2,0.82405484,0,0.9932172,0,0.934547,0,0.81210965,[0],0.9979138
"Insurgents continue bombing; 59 dead BAGHDAD, Iraq -- A car bomb and a mass shooting killed 59 people in Iraq on Tuesday, many of them policemen and unemployed young men seeking to join the country #39;s beleaguered security forces.",0,0,0.84677994,2,0.86064404,0,0.99596405,0,0.95973533,0,0.95322937,[0],0.99791294
"21 Palestinians, 3 Israelis Die in Gaza Fighting  JABALYA, Gaza (Reuters) - Twenty-one Palestinians and three  Israelis were killed Thursday, Gaza's bloodiest day for more  than two years, as Israel struck back after a rocket attack  killed two Israeli children in a border town.",0,0,0.84495187,2,0.76318413,0,0.986249,0,0.9488137,0,0.8279496,[0],0.9979127
"Sharon Vows to Expand Gaza Raid, Toll Hits 55  GAZA (Reuters) - Israeli leader Ariel Sharon vowed on  Sunday to widen an offensive into Gaza which has killed 55  Palestinians until militants stop firing rockets that have  fueled criticism of his plan to quit the occupied strip.",0,0,0.40043348,2,0.7945227,0,0.9970208,0,0.7626501,0,0.8129206,[0],0.9979126
Israel plans for Arafat burial Israel raises Palestinian hackles by planning a Gaza burial for Yasser Arafat as he lies ill in a Paris hospital.,0,0,0.9818303,2,0.60178703,0,0.99422073,0,0.6410573,0,0.9511057,[0],0.997912
"Explosions Rock Baghdad, Saturday Explosions have rocked the Iraqi capital, Baghdad, leaving at least one person dead and several others wounded. Officials say a hospital worker was killed Saturday, when a mortar round exploded outside a Baghdad hospital.",0,0,0.68323267,2,0.8227364,0,0.99554104,0,0.92731166,0,0.7605612,[0],0.9979114
"Deadly clashes rock Iraqi rebel hotspots RAMADI, Iraq (AFP) - Deadly fighting erupted on Sunday in a restive Iraqi province where eight marines were killed a day earlier, as Japan vowed to stand firm with its troops in Iraq despite the beheading of a Japanese tourist.",0,0,0.93422884,2,0.8935836,0,0.99249095,0,0.8629757,0,0.71869975,[0],0.9979114
"Israeli Missile Wounds 2 Gaza Policemen -Medics  GAZA (Reuters) - An Israeli missile fired from a pilotless  aircraft wounded two Palestinian policemen in the southern Gaza  town of Khan Younis on Sunday, witnesses said.",0,0,0.89043856,2,0.60914177,0,0.9965431,0,0.80399144,0,0.9854828,[0],0.9979113
"Iraqi president delays trip to France over hostage crisis Iraqi President Ghazi al-Yawar, who was due in Paris on Sunday to start a European tour, has postponed his visit to France due to the ongoing hostage drama involving two French journalists, Arab diplomats said Friday.",0,0,0.9816706,2,0.5984861,0,0.99941397,0,0.6286285,0,0.8258684,[0],0.9979108
"Arafat Dead, Say Palestinian Sources Amid Confusion  PARIS (Reuters) - The fate of Palestinian President Yasser  Arafat was mired in confusion on Tuesday as French doctors  contradicted reports by senior Palestinian officials that the  veteran leader had died at a Paris hospital.",0,0,0.7334295,2,0.8909916,0,0.99894184,0,0.6581917,0,0.6281094,[0],0.9979108
Rebels suspect Sudan dragging feet Rebels in southern Sudan say they want to complete a peace agreement with the government in talks starting in Kenya on October 7 and accuse Khartoum of trying to delay the process to gain time.,0,0,0.99291843,2,0.714072,0,0.99166554,0,0.5172608,0,0.9904919,[0],0.9979107
Suspected Israeli Agents Kill Militant in Syria  DAMASCUS (Reuters) - Syria accused Israel of terrorism  after a bomb -- which Israeli security sources said Israel  planted -- killed a Hamas official in Damascus on Sunday. Hamas  vowed to retaliate.,0,0,0.78627956,2,0.84196556,0,0.99660194,0,0.8351778,0,0.9438217,[0],0.9979107
"Violence erupts in Baghdad Baghdad was again rocked by violence on Saturday as rebels launched an assault on a police station and four civil servants were assassinated, while US and Iraqi troops took the battle against insurgents from Fallujah to Mosul.",0,0,0.6232973,2,0.8882601,0,0.9956505,0,0.8965342,0,0.8040396,[0],0.9979102
"Violence flares in Kashmir NEW DELHI - At least two Indian policemen have been killed and five wounded in a Muslim rebel attack on their camp in Kashmir. Two of the wounded are in critical condition, according to police.",0,0,0.67643553,2,0.7384461,0,0.9940601,0,0.89796937,0,0.88507646,[0],0.9979102
"Six more die in Thai violence BANGKOK: Six more people have been killed in Muslim-majority southern Thailand in the last 24 hours, police said yesterday, amid outrage over the death last week of 85 Muslims.",0,0,0.71525824,2,0.85350335,0,0.9928485,0,0.9441199,0,0.87684935,[0],0.99790937
"'Final Call' for Rebel Iraqi Cleric Shiite Muslim cleric Moqtada Sadr rejected one of the government's two key demands, increasing the prospect of an intensified military attack against his militia.",0,0,0.99565953,2,0.7214026,0,0.99802893,0,0.8176178,0,0.99399394,[0],0.9979087
"Sharon Vows to Expand Gaza Raid, Toll Hits 50  GAZA (Reuters) - Israeli leader Ariel Sharon vowed on  Sunday to widen an offensive into Gaza which has killed at  least 50 Palestinians until militants stop firing rockets that  have fueled criticism of his plan to abandon the occupied  strip.",0,0,0.44197902,2,0.78643817,0,0.99670213,0,0.80148065,0,0.7842946,[0],0.99790835
"Car bomb near rebel Iraqi city kills 7 US marines A car bomb attack on a US patrol outside the rebel-held city of Falluja on Monday killed seven American marines and three Iraqi National Guardsmen, in the deadliest single attack on US forces in five months.",0,0,0.97330827,2,0.6441029,0,0.9939826,0,0.92093754,0,0.9747857,[0],0.99790776
"Hamas Operative Killed in Syrian Capital Israel's claim to have killed a Hamas leader in the Syrian capital on Sunday marked an escalation in the Jewish state's war against the violent group, embarrassed Syrian leaders and turned up pressure on Damascus to expel Palestinian militants.",0,0,0.9346984,2,0.9026566,0,0.9943106,0,0.87141794,0,0.91033703,[0],0.99790764
"Bomb rocks Baghdad A suicide car bomber has killed at least eight people in an attack on a police checkpoint in Baghdad, after a night of US air strikes around the rebel-held city of Falluja that killed scores.",0,0,0.8266402,2,0.71197563,0,0.9952188,0,0.9364951,0,0.77502835,[0],0.9979074
